qac_root_join_key	qac_root_ar	qac_root_norm	qac_root_canonical	occurrences	surah_count	surahs	example_refs	example_surfaces	example_lemmas	status	audit_class	chosen_method	chosen_root_ids	source_exact_root_ids	normalized_exact_root_ids	canonical_root_ids	legacy_root_norm_extra_root_ids	legacy_root_norm_extra_branch_count	chosen_branch_count	notes
حكم	ح ك م	ح ك م	حكم	210	57	2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;21;22;24;26;27;28;29;30;31;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;51;52;54;57;59;60;61;62;64;66;68;76;95	2:32:12;2:113:24;2:129:11;2:129:16;2:151:12;2:188:9;2:209:12;2:213:14	حَكِيمُ;يَحْكُمُ;حِكْمَةَ;حُكَّامِ;حَكِيمٌ;يَحْكُمَ	حَكِيم;حَكَمَ;حِكْمَة;حُكَّام	ok_source_exact	ok	source_exact	root_000348	root_000348	root_000348	root_000348		0	6	
ملك	م ل ك	م ل ك	ملك	206	63	1;2;3;4;5;6;7;8;9;10;11;12;13;15;16;17;18;19;20;21;22;23;24;25;27;29;30;32;33;34;35;36;37;38;39;40;41;42;43;45;46;47;48;53;54;57;59;60;62;64;66;67;69;70;72;74;76;78;82;85;89;97;114	1:4:1;2:30:4;2:31:8;2:34:3;2:98:5;2:102:6;2:102:20;2:107:6	مَٰلِكِ;مَلَٰٓئِكَةِ;مَلَٰٓئِكَتِ;مُلْكِ;مَلَكَيْنِ;مُلْكُ	مَٰلِك;مَلَك;مُلْك	ok_source_exact	ok	source_exact	root_001444	root_001444	root_001444	root_001444		0	8	
جنن	ج ن ن	ج ن ن	جنن	201	70	2;3;4;5;6;7;9;10;11;13;14;15;16;17;18;19;20;22;23;25;26;27;28;29;31;32;34;35;36;37;38;39;40;41;42;43;44;46;47;48;50;51;52;53;54;55;56;57;58;59;61;63;64;65;66;68;69;70;71;72;74;76;78;79;81;85;88;89;98;114	2:25:8;2:35:6;2:82:7;2:111:4;2:214:5;2:221:32;2:265:12;2:266:6	جَنَّٰتٍ;جَنَّةَ;جَنَّةِ;جَنَّةٍۭ;جَنَّةٌ	جَنَّة	ok_source_exact	ok	source_exact	root_000266	root_000266	root_000266	root_000266		0	15	
عند	ع ن د	ع ن د	عند	201	62	2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;27;28;29;30;31;32;33;34;35;37;38;39;40;41;42;43;44;46;47;48;49;50;51;52;53;54;57;61;62;63;64;66;67;68;73;74;81;92;98	2:54:19;2:62:17;2:76:20;2:79:10;2:80:10;2:89:5;2:94:7;2:101:5	عِندَ;عِندِ	عِند	ok_source_exact	ok	source_exact	root_001052	root_001052	root_001052	root_001052		0	6	
خير	خ ي ر	خ ي ر	خير	196	55	2;3;4;5;6;7;8;9;10;11;12;16;17;18;19;20;21;22;23;24;25;27;28;29;30;33;34;35;37;38;41;42;43;44;46;47;49;50;54;55;56;58;61;62;64;66;68;70;73;87;93;97;98;99;100	2:54:17;2:61:30;2:103:9;2:105:14;2:106:8;2:110:9;2:148:6;2:158:20	خَيْرٌ;خَيْرٍ;خَيْرَٰتِ;خَيْرًا	خَيْر;خَيْرَٰت	ok_source_exact	ok	source_exact	root_000452	root_000452	root_000452	root_000452		0	5	
حسن	ح س ن	ح س ن	حسن	194	50	2;3;4;5;6;7;8;9;10;11;12;13;16;17;18;19;20;21;22;23;24;25;27;28;29;31;32;33;35;37;38;39;40;41;42;46;48;51;53;55;57;59;60;64;65;67;73;77;92;95	2:58:20;2:83:11;2:83:18;2:112:7;2:138:4;2:178:25;2:195:10;2:195:14	مُحْسِنِينَ;إِحْسَانًا;حُسْنًا;مُحْسِنٌ;أَحْسَنُ;إِحْسَٰنٍ;أَحْسِنُ	مُحْسِن;إِحْسَٰن;حُسْن;أَحْسَن;أَحْسَنَ	ok_source_exact	ok	source_exact	root_000323	root_000323	root_000323	root_000323		0	4	
نور	ن و ر	ن و ر	نور	194	62	2;3;4;5;6;7;8;9;10;11;13;14;15;16;18;20;21;22;23;24;25;27;28;29;31;32;33;34;35;36;38;39;40;41;42;45;46;47;51;52;54;55;56;57;58;59;61;64;65;66;71;72;74;85;87;88;90;92;98;101;104;111	2:17:5;2:17:12;2:24:7;2:39:7;2:80:4;2:81:10;2:126:28;2:167:23	نَارًا;نُورِ;نَّارَ;نَّارِ;نَّارُ	نَار;نُور	ok_source_exact	ok	source_exact	root_001564	root_001564	root_001564	root_001564		0	8	
ضلل	ض ل ل	ض ل ل	ضلل	191	56	1;2;3;4;5;6;7;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;25;26;27;28;30;31;32;33;34;35;36;37;38;39;40;41;42;43;45;46;47;50;53;54;56;60;62;67;68;71;74;83;93;105	1:7:9;2:16:4;2:26:29;2:26:36;2:108:16;2:175:4;2:198:26;2:282:67	ضَّآلِّينَ;ضَّلَٰلَةَ;يُضِلُّ;ضَلَّ;تَضِلَّ	ضَآلّ;ضَلَٰلَة;أَضَلَّ;ضَلَّ	ok_source_exact	ok	source_exact	root_000913	root_000913	root_000913	root_000913		0	5	
سمع	س م ع	س م ع	سمع	185	57	2;3;4;5;6;7;8;9;10;11;12;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;34;35;36;37;38;39;40;41;42;43;44;45;46;47;49;50;52;56;58;63;64;67;68;72;76;78;88	2:7:6;2:20:18;2:75:9;2:93:11;2:93:13;2:104:9;2:127:13;2:137:18	سَمْعِ;يَسْمَعُ;ٱسْمَعُ;سَمِعْ;سَّمِيعُ	سَمْع;سَمِعَ;سَمِيع	ok_source_exact	ok	source_exact	root_000741	root_000741	root_000741	root_000741		0	16	
بني	ب ن ي	ب ن ي	بني	184	53	2;3;4;5;6;7;8;9;10;11;12;14;15;16;17;18;19;20;21;23;24;26;27;28;30;31;32;33;36;37;38;39;40;43;44;45;46;50;51;52;57;58;59;61;66;68;70;71;74;78;79;80;91	2:22:7;2:40:1;2:47:1;2:49:10;2:83:4;2:87:11;2:122:1;2:132:4	بِنَآءً;بَنِىٓ;أَبْنَآءَ;ٱبْنَ;بَنِي	بِنَآء;بُنَىّ;ٱبْن	ok_source_exact	ok	source_exact	root_000156	root_000156	root_000156	root_000156		0	10	
حيي	ح ي ي	ح ي ي	حيي	184	50	2;3;4;5;6;7;8;9;10;11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;28;29;30;31;33;35;36;39;40;41;42;43;44;45;46;47;50;53;57;58;67;75;77;79;87;89	2:26:4;2:28:6;2:28:10;2:49:11;2:73:5;2:85:37;2:86:4;2:96:5	يَسْتَحْىِۦٓ;أَحْيَٰ;يُحْيِي;يَسْتَحْيُ;يُحْىِ;حَيَوٰةِ;حَيَوٰةَ;حَيَوٰةٍ	يَسْتَحْىِۦٓ;أَحْيَا;حَيَوٰة	ok_source_exact	ok	source_exact	root_000383	root_000383	root_000383	root_000383		0	10	
خرج	خ ر ج	خ ر ج	خرج	182	56	2;3;4;5;6;7;8;9;10;12;14;15;16;17;18;19;20;22;23;24;26;27;28;30;32;33;34;35;36;37;38;39;40;41;43;45;46;47;48;49;50;51;54;55;57;59;60;63;65;70;71;78;79;86;87;99	2:22:12;2:36:4;2:61:12;2:72:7;2:74:23;2:84:8;2:85:6;2:85:22	أَخْرَجَ;يُخْرِجْ;مُخْرِجٌ;يَخْرُجُ;تُخْرِجُ;إِخْرَاجُ	أَخْرَجَ;مُخْرِج;خَرَجَ;إِخْرَاج	ok_source_exact	ok	source_exact	root_000400	root_000400	root_000400	root_000400		0	13	
صلح	ص ل ح	ص ل ح	صلح	180	54	2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;37;38;40;41;42;45;46;47;48;49;63;64;65;66;68;72;84;85;95;98;103	2:11:11;2:25:5;2:62:14;2:82:4;2:130:18;2:160:4;2:182:8;2:220:8	مُصْلِحُونَ;صَّٰلِحَٰتِ;صَٰلِحًا;صَّٰلِحِينَ;أَصْلَحُ;أَصْلَحَ;إِصْلَاحٌ	مُصْلِح;صَّٰلِحَٰت;صَٰلِح;أَصْلَحَ;إِصْلَٰح	ok_source_exact	ok	source_exact	root_000876	root_000876	root_000876	root_000876		0	5	
سبل	س ب ل	س ب ل	سبل	176	47	2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20;21;22;24;25;27;28;29;30;31;33;38;39;40;42;43;47;49;53;57;58;59;60;61;63;68;71;73;76;80	2:108:18;2:154:6;2:177:28;2:190:3;2:195:3;2:215:14;2:217:13;2:218:8	سَّبِيلِ;سَبِيلِ	سَبِيل	ok_source_exact	ok	source_exact	root_000672	root_000672	root_000672	root_000672		0	8	
تبع	ت ب ع	ت ب ع	تبع	172	51	2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;22;23;24;25;26;28;29;30;31;33;34;36;37;38;39;40;42;43;44;45;46;47;48;52;53;54;57;58;71;75;77;79	2:38:10;2:102:1;2:120:8;2:120:17;2:143:22;2:145:9;2:145:13;2:145:17	تَبِعَ;ٱتَّبَعُ;تَتَّبِعَ;ٱتَّبَعْ;يَتَّبِعُ;تَبِعُ;تَابِعٍ	تَبِعَ;ٱتَّبَعَ;تَابِع	ok_source_exact	ok	source_exact	root_000175	root_000175	root_000175	root_000175		0	12	
ءول	ء و ل	ء و ل	اول	170	54	2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;24;25;26;27;28;33;34;35;36;37;38;39;40;41;43;44;46;48;50;53;54;56;57;59;65;68;73;77;79;83;87;92;93	2:41:9;2:49:4;2:50:7;2:179:5;2:197:28;2:248:17;2:248:19;2:269:15	أَوَّلَ;ءَالِ;ءَالَ;أُو۟لِى;ءَالُ;أُو۟لُوا۟	أَوَّل;ءَال;أُولِى	ok_normalized_unique	ok	normalized_exact	root_000067		root_000067	root_000067		0	9	no source_root_norm exact match
قتل	ق ت ل	ق ت ل	قتل	170	33	2;3;4;5;6;7;8;9;12;17;18;20;22;25;26;28;29;33;40;47;48;49;51;57;59;60;61;63;73;74;80;81;85	2:54:14;2:61:51;2:72:2;2:85:4;2:87:28;2:91:23;2:154:4;2:178:8	ٱقْتُلُ;يَقْتُلُ;قَتَلْ;تَقْتُلُ;يُقْتَلُ;قَتْلَى	قَتَلَ;قَتْلَى	ok_source_exact	ok	source_exact	root_001200	root_001200	root_001200	root_001200		0	10	
مثل	م ث ل	م ث ل	مثل	169	50	2;3;4;5;6;7;8;10;11;13;14;16;17;18;19;20;21;22;23;24;25;26;28;29;30;34;35;36;37;38;39;40;41;42;43;46;47;48;51;52;56;57;59;60;62;65;66;74;76;89	2:17:1;2:17:2;2:23:12;2:26:7;2:26:28;2:106:11;2:113:21;2:118:16	مَثَلُ;مَثَلِ;مِّثْلِ;مَثَلًا;مِثْلِ;مِثْلَ;مِّثْلَ	مَثَل;مِثْل	ok_source_exact	ok	source_exact	root_001397	root_001397	root_001397	root_001397		0	12	
شرك	ش ر ك	ش ر ك	شرك	168	44	2;3;4;5;6;7;9;10;11;12;13;14;15;16;17;18;20;22;23;24;25;27;28;29;30;31;33;34;35;37;39;40;41;42;43;46;48;52;59;60;61;68;72;98	2:96:8;2:105:9;2:135:15;2:221:3;2:221:10;2:221:15;2:221:22;3:64:15	أَشْرَكُ;مُشْرِكِينَ;مُشْرِكَٰتِ;مُّشْرِكَةٍ;مُّشْرِكٍ;نُشْرِكَ	أَشْرَكَ;مُشْرِك;مُشْرِكَٰت;مُشْرِكَة	ok_source_exact	ok	source_exact	root_000791	root_000791	root_000791	root_000791		0	8	
قلب	ق ل ب	ق ل ب	قلب	168	48	2;3;4;5;6;7;8;9;10;12;13;15;16;17;18;21;22;23;24;26;28;29;30;33;34;37;39;40;41;42;43;45;47;48;49;50;57;58;59;61;63;64;66;67;74;79;83;84	2:7:4;2:10:2;2:74:3;2:88:2;2:93:17;2:97:9;2:118:19;2:143:25	قُلُوبِ;قُلُوبُ;قَلْبِ;يَنقَلِبُ	قَلْب;ٱنقَلَبَ	ok_source_exact	ok	source_exact	root_001248	root_001248	root_001248	root_001248		0	14	
سوء	س و ء	س و ء	سوا	167	45	2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19;20;21;23;25;26;27;28;29;30;33;35;37;39;40;41;42;45;46;47;48;53;58;60;63;64;65;66;67	2:49:7;2:81:4;2:169:3;2:271:16;3:30:13;3:120:4;3:120:7;3:174:8	سُوٓءَ;سَيِّئَةً;سُّوٓءِ;سَيِّـَٔاتِ;سُوٓءٍ;تَسُؤْ;سَيِّئَةٌ;سُوٓءٌ	سُوٓء;سَيِّئَة;سَيِّـَٔات;سَآءَ	ok_normalized_unique	ok	normalized_exact	root_000755		root_000755	root_000755		0	6	no source_root_norm exact match
كثر	ك ث ر	ك ث ر	كثر	167	51	2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;20;21;22;23;25;26;27;28;29;30;31;33;34;36;37;38;39;40;41;42;43;44;45;48;49;52;56;57;58;62;71;74;89;102;108	2:26:31;2:26:34;2:100:8;2:109:2;2:243:25;2:245:11;2:249:55;2:269:11	كَثِيرًا;أَكْثَرُ;كَثِيرٌ;أَكْثَرَ;كَثِيرَةً;كَثِيرَةًۢ	كَثِير;أَكْثَر;كَثِيرَة	ok_source_exact	ok	source_exact	root_001286	root_001286	root_001286	root_001286		0	6	
موت	م و ت	م و ت	موت	165	53	2;3;4;5;6;7;8;9;10;11;13;14;15;16;17;19;20;21;22;23;25;26;27;29;30;31;32;33;34;35;36;37;39;40;41;42;43;44;45;46;47;49;50;53;56;57;62;63;67;75;77;80;87	2:19:16;2:28:5;2:28:8;2:56:5;2:73:7;2:94:14;2:132:13;2:133:7	مَوْتِ;أَمْوَٰتًا;يُمِيتُ;مَوْتَىٰ;مَوْتَ;تَمُوتُ;مَوْتُ	مَوْت;مَّيِّت;أَمَاتَ;مَّاتَ	ok_source_exact	ok	source_exact	root_001454	root_001454	root_001454	root_001454		0	14	
كبر	ك ب ر	ك ب ر	كبر	161	57	2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;28;29;31;32;33;34;35;37;38;39;40;41;42;43;44;45;46;53;54;57;59;61;63;67;68;71;74;76;79;85;87;88	2:34:10;2:45:5;2:87:24;2:143:30;2:185:38;2:217:10;2:217:22;2:217:26	ٱسْتَكْبَرَ;كَبِيرَةٌ;ٱسْتَكْبَرْ;كَبِيرَةً;تُكَبِّرُ;كَبِيرٌ;أَكْبَرُ	ٱسْتَكْبَرَ;كَبِيرَة;كَبِّرْ;كَبِير;أَكْبَر	ok_source_exact	ok	source_exact	root_001281	root_001281	root_001281	root_001281		0	11	
شهد	ش ه د	ش ه د	شهد	160	48	2;3;4;5;6;7;9;10;11;12;13;16;17;18;19;21;22;23;24;25;27;28;29;32;33;34;36;37;39;40;41;43;46;48;50;57;58;59;62;63;64;65;70;73;74;83;85;100	2:23:14;2:84:15;2:133:3;2:140:22;2:143:6;2:143:12;2:185:14;2:204:9	شُهَدَآءَ;تَشْهَدُ;شَهَٰدَةً;شَهِيدًا;شَهِدَ;يُشْهِدُ	شَهِيد;شَهِدَ;شَهَٰدَة;أَشْهَدَ	ok_source_exact	ok	source_exact	root_000822	root_000822	root_000822	root_000822		0	6	
نبء	ن ب ء	ن ب ء	نبا	160	47	2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20;22;24;25;26;27;28;29;31;33;34;35;37;38;39;41;43;45;49;53;54;57;58;60;62;64;65;66;75;78	2:31:10;2:33:3;2:33:6;2:61:52;2:91:24;2:136:21;2:177:18;2:213:7	أَنۢبِـُٔ;أَنۢبِئْ;أَنۢبَأَ;نَّبِيِّۦنَ;أَنۢبِيَآءَ;نَّبِيُّونَ	أَنۢبَأَ;نَّبِىّ	ok_normalized_unique	ok	normalized_exact	root_001464		root_001464	root_001464		0	7	no source_root_norm exact match
بعض	ب ع ض	ب ع ض	بعض	158	38	2;3;4;5;6;7;8;9;10;11;12;13;16;17;18;20;22;23;24;25;26;27;29;30;33;34;35;37;38;40;43;45;47;49;52;66;68;69	2:26:9;2:36:10;2:36:11;2:73:3;2:76:9;2:76:11;2:85:24;2:85:27	بَعُوضَةً;بَعْضُ;بَعْضٍ;بَعْضِ	بَعُوضَة;بَعْض	ok_source_exact	ok	source_exact	root_000133	root_000133	root_000133	root_000133		0	2	
نصر	ن ص ر	ن ص ر	نصر	158	46	2;3;4;5;6;7;8;9;11;12;16;17;18;21;22;23;25;26;28;29;30;33;35;36;37;39;40;41;42;44;45;46;47;48;51;52;54;55;57;59;61;67;71;72;86;110	2:48:19;2:62:6;2:86:13;2:107:17;2:111:10;2:113:4;2:113:8;2:120:6	يُنصَرُ;نَّصَٰرَىٰ;نَصِيرٍ;نَصَٰرَىٰ	نَصَرَ;نَصْرَانِيّ;نَصِير	ok_source_exact	ok	source_exact	root_001510	root_001510	root_001510	root_001510		0	7	
صدق	ص د ق	ص د ق	صدق	155	49	2;3;4;5;6;7;9;10;11;12;15;17;19;21;24;26;27;28;29;32;33;34;35;36;37;39;40;44;45;46;47;48;49;51;52;54;56;57;58;59;61;62;63;66;67;68;70;75;92	2:23:20;2:31:15;2:41:4;2:89:7;2:91:18;2:94:17;2:97:12;2:101:7	صَٰدِقِينَ;مُصَدِّقًا;مُصَدِّقٌ	صَادِق;مُصَدِّق	ok_source_exact	ok	source_exact	root_000852	root_000852	root_000852	root_000852		0	7	
غير	غ ي ر	غ ي ر	غير	154	46	1;2;3;4;5;6;7;8;9;10;11;13;14;16;17;18;20;22;23;24;26;27;28;30;31;33;35;38;39;40;41;42;43;46;47;48;50;51;52;56;68;70;74;84;95;100	1:7:5;2:59:5;2:61:53;2:173:11;2:173:15;2:212:19;2:230:11;2:240:11	غَيْرِ;غَيْرَ	غَيْر	ok_source_exact	ok	source_exact	root_001119	root_001119	root_001119	root_001119		0	5	
وعد	و ع د	و ع د	وعد	151	51	2;3;4;5;6;7;8;9;10;11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;30;31;33;34;35;36;38;39;40;41;43;45;46;47;48;50;51;54;57;67;70;72;73;77;85	2:51:2;2:235:20;2:268:2;2:268:7;3:9:13;3:152:4;3:194:4;3:194:14	وَٰعَدْ;تُوَاعِدُ;يَعِدُ;مِيعَادَ;وَعْدَ;وَعَد	وَٰعَدْ;وَعَدَ;مِّيعَاد;وَعْد	ok_source_exact	ok	source_exact	root_001662	root_001662	root_001662	root_001662		0	6	
بصر	ب ص ر	ب ص ر	بصر	148	62	2;3;4;5;6;7;8;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;27;28;29;31;32;33;34;35;36;37;38;40;41;42;43;45;46;47;48;49;50;51;52;53;54;56;57;58;59;60;64;67;68;69;70;75;76;79;84	2:7:8;2:17:17;2:20:4;2:20:19;2:96:23;2:110:17;2:233:64;2:237:35	أَبْصَٰرِ;يُبْصِرُ;أَبْصَٰرَ;بَصِيرٌۢ;بَصِيرٌ	بَصَر;أَبْصَرَ;بَصِير	ok_source_exact	ok	source_exact	root_000121	root_000121	root_000121	root_000121		0	6	
رود	ر و د	ر و د	رود	148	47	2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;20;21;22;23;24;25;26;28;30;32;33;34;35;36;37;38;39;40;42;48;51;52;53;54;61;72;74;75;76;85;86	2:26:25;2:108:2;2:185:28;2:185:33;2:228:28;2:233:7;2:233:35;2:233:45	أَرَادَ;تُرِيدُ;يُرِيدُ;أَرَادُ;أَرَد	أَرَادَ	ok_source_exact	ok	source_exact	root_000610	root_000610	root_000610	root_000610		0	8	
لقي	ل ق ي	ل ق ي	لقي	146	53	2;3;4;5;6;7;8;9;10;11;12;13;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;37;38;39;40;41;43;45;47;50;52;54;55;60;62;67;69;70;73;75;76;77;84	2:14:2;2:37:1;2:46:4;2:76:2;2:195:6;2:223:14;2:249:47;3:13:7	لَقُ;تَلَقَّىٰٓ;مُّلَٰقُوا۟;تُلْقُ;مُّلَٰقُو;ٱلْتَقَ	لَقُ;تَلَقَّىٰٓ;مُّلَٰقُوا;أَلْقَىٰٓ;ٱلْتَقَى	ok_source_exact	ok	source_exact	root_001372	root_001372	root_001372	root_001372		0	10	
دون	د و ن	د و ن	دون	144	46	2;3;4;5;6;7;8;9;10;11;12;13;16;17;18;19;21;22;23;25;26;27;28;29;31;32;33;34;35;36;37;39;40;42;43;45;46;48;52;53;55;60;62;67;71;72	2:23:16;2:94:11;2:107:12;2:165:6;3:28:7;3:64:24;3:79:17;3:118:8	دُونِ	دُون	ok_source_exact	ok	source_exact	root_000502	root_000502	root_000502	root_000502		0	5	
سلم	س ل م	س ل م	سلم	140	48	2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;19;20;21;22;24;25;26;27;28;29;30;31;33;36;37;39;40;41;43;46;47;48;49;50;51;52;56;59;61;66;68;72;97	2:71:13;2:112:3;2:128:3;2:128:8;2:131:5;2:131:7;2:132:16;2:133:27	مُسَلَّمَةٌ;أَسْلَمَ;مُسْلِمَيْنِ;مُّسْلِمَةً;أَسْلِمْ;أَسْلَمْ;مُّسْلِمُونَ;مُسْلِمُونَ	مُّسَلَّمَة;أَسْلَمَ;مُسْلِم;مُّسْلِمَة	ok_source_exact	ok	source_exact	root_000737	root_000737	root_000737	root_000737		0	11	
نعم	ن ع م	ن ع م	نعم	140	61	1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19;20;22;23;25;26;27;28;29;31;32;33;35;36;37;38;39;40;41;42;43;44;46;47;48;49;51;52;54;56;68;70;73;76;77;79;80;82;83;88;89;92;93;102	1:7:3;2:40:4;2:40:6;2:47:4;2:47:6;2:122:4;2:122:6;2:150:28	أَنْعَمْ;نِعْمَتِ	أَنْعَمَ;نِعْمَة	ok_source_exact	ok	source_exact	root_001525	root_001525	root_001525	root_001525		0	13	
دنو	د ن و	د ن و	دنو	133	46	2;3;4;5;6;7;8;9;10;11;12;13;14;16;18;20;22;23;24;28;29;30;31;32;33;35;37;39;40;41;42;43;45;46;47;53;55;57;58;59;67;69;73;76;79;87	2:61:27;2:85:38;2:86:5;2:114:24;2:130:13;2:200:18;2:201:7;2:204:8	أَدْنَىٰ;دُّنْيَا	أَدْنَىٰ;دُّنْيَا	ok_source_exact	ok	source_exact	root_000493	root_000493	root_000493	root_000493		0	5	
قدر	ق د ر	ق د ر	قدر	132	58	2;3;4;5;6;8;9;10;11;13;14;15;16;17;18;20;21;22;23;24;25;27;28;29;30;32;33;34;35;36;39;41;42;43;46;48;54;56;57;59;60;64;65;66;67;68;70;73;74;75;76;77;80;86;87;89;90;97	2:20:25;2:106:19;2:109:33;2:148:19;2:236:17;2:236:20;2:259:67;2:264:29	قَدِيرٌ;قَدَرُ;يَقْدِرُ	قَدِير;قَدَر;قَدَرَ	ok_source_exact	ok	source_exact	root_001205	root_001205	root_001205	root_001205		0	6	
نذر	ن ذ ر	ن ذ ر	نذر	130	50	2;3;4;5;6;7;9;10;11;13;14;15;16;17;18;19;21;22;25;26;27;28;29;32;33;34;35;36;37;38;39;40;41;42;43;44;46;48;50;51;53;54;67;71;74;76;77;78;79;92	2:6:6;2:6:9;2:119:5;2:213:9;2:270:6;2:270:8;3:35:7;4:165:3	أَنذَرْ;تُنذِرْ;نَذِيرًا;مُنذِرِينَ;نَذَرْ;نَّذْرٍ	أَنذَرَ;نَذِير;مُنذِر;نَذَرْ;نَّذْر	ok_source_exact	ok	source_exact	root_001488	root_001488	root_001488	root_001488		0	3	
جمع	ج م ع	ج م ع	جمع	129	45	2;3;4;5;6;7;8;10;11;12;13;14;15;16;17;18;20;21;22;24;26;27;28;32;34;35;36;37;38;39;42;43;44;45;54;56;58;59;62;64;70;75;77;100;104	2:29:8;2:38:4;2:148:13;2:161:13;2:165:27;3:9:3;3:25:3;3:87:9	جَمِيعًا;أَجْمَعِينَ;جَامِعُ;جَمَعْ	جَمِيع;أَجْمَعِين;جَامِع;جَمَعَ	ok_source_exact	ok	source_exact	root_000259	root_000259	root_000259	root_000259		0	13	
سءل	س ء ل	س ء ل	سال	129	47	2;4;5;6;7;8;9;10;11;12;14;15;16;17;18;20;21;23;25;26;28;29;31;33;34;36;37;38;39;41;42;43;47;51;52;55;60;67;68;70;74;75;78;79;81;93;102	2:61:36;2:108:4;2:108:7;2:119:7;2:134:12;2:141:12;2:177:29;2:186:2	سَأَلْ;تَسْـَٔلُ;سُئِلَ;تُسْـَٔلُ;سَّآئِلِينَ;سَأَلَ	سَأَلَ;سَآئِل	ok_normalized_unique	ok	normalized_exact	root_000661		root_000661	root_000661		0	4	no source_root_norm exact match
طوع	ط و ع	ط و ع	طوع	129	40	2;3;4;5;6;7;8;9;10;11;13;16;17;18;20;21;23;24;25;26;29;31;33;36;40;41;43;47;48;49;51;55;58;59;64;68;71;76;81;96	2:158:19;2:184:21;2:217:37;2:273:8;2:282:45;2:285:23;3:32:2;3:50:19	تَطَوَّعَ;ٱسْتَطَٰعُ;يَسْتَطِيعُ;أَطَعْ;أَطِيعُ	تَطَوَّعَ;ٱسْتَطَاعَ;أَطَاعَ	ok_source_exact	ok	source_exact	root_000956	root_000956	root_000956	root_000956		0	7	
نظر	ن ظ ر	ن ظ ر	نظر	129	48	2;3;4;5;6;7;8;9;10;11;12;15;16;17;18;20;21;22;25;26;27;28;29;30;32;33;35;36;37;38;39;40;42;43;44;47;50;51;56;57;59;74;75;78;80;83;86;88	2:50:10;2:55:14;2:69:18;2:104:8;2:162:9;2:210:2;2:259:37;2:259:43	تَنظُرُ;نَّٰظِرِينَ;ٱنظُرْ;يُنظَرُ;يَنظُرُ	نَّظَرَ;نَٰظِرِين;يُنظَرُ	ok_source_exact	ok	source_exact	root_001520	root_001520	root_001520	root_001520		0	10	
عظم	ع ظ م	ع ظ م	عظم	128	50	2;3;4;5;6;7;8;9;10;12;14;15;16;17;19;21;22;23;24;26;27;28;31;33;36;37;38;39;40;41;42;43;44;45;46;48;49;56;57;61;62;64;65;68;69;73;75;78;79;83	2:7:12;2:49:18;2:105:25;2:114:30;2:255:50;2:259:51;3:74:8;3:105:14	عَظِيمٌ;عَظِيمِ;عَظِيمُ;عِظَامِ	عَظِيم	ok_source_exact	ok	source_exact	root_001029	root_001029	root_001029	root_001029		0	10	
ءهل	ء ه ل	ء ه ل	اهل	127	40	2;3;4;5;6;7;9;10;11;12;15;16;18;19;20;21;23;24;26;27;28;29;33;35;36;37;38;39;42;48;51;52;57;59;66;74;75;83;84;98	2:105:6;2:109:4;2:126:10;2:196:63;2:217:20;3:64:2;3:65:1;3:69:4	أَهْلِ;أَهْلَ;أَهْلُ	أَهْل	ok_normalized_unique	ok	normalized_exact	root_000064		root_000064	root_000064		0	6	no source_root_norm exact match
خلف	خ ل ف	خ ل ف	خلف	127	40	2;3;4;5;6;7;8;9;10;11;13;14;16;17;19;20;21;22;23;24;25;26;27;30;32;34;35;36;38;39;41;42;43;45;46;48;51;57;72;78	2:30:9;2:66:7;2:80:14;2:113:31;2:164:6;2:176:9;2:213:18;2:213:21	خَلِيفَةً;خَلْفَ;يُخْلِفَ;يَخْتَلِفُ;ٱخْتِلَٰفِ;ٱخْتَلَفُ;ٱخْتَلَفَ	خَلِيفَة;خَلْف;أَخْلَفُ;ٱخْتَلَفَ;ٱخْتِلَٰف	ok_source_exact	ok	source_exact	root_000433	root_000433	root_000433	root_000433		0	13	
