qac_root_norm	frozen_root_norm	furuq_root_id	furuq_root_norm	furuq_source_root_norm	furuq_resolution	occurrences	statuses	root_correction_statuses	qac_match_modes	sample_refs	sample_surfaces	sample_qac_lemmas
(none)	ت ر ك	root_000180	ت ر ك	ت ر ك	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	47:35:16	يَتِرَكُمْ	
(none)	ت ل ل	root_000185	ت ل ل	ت ل ل	source_root_norm	2	no_qac_root_at_word:2	unchanged:2	no_surface_or_stem_match_in_ayah:2	2:113:17|22:72:17	يَتْلُونَ	
(none)	ت ل و	root_000186	ت ل و	ت ل و	source_root_norm	18	no_qac_root_at_word:18	unchanged:18	no_surface_or_stem_match_in_ayah:18	2:44:10|2:121:4|2:121:6|2:252:4|3:58:2|3:108:4|3:113:8|11:17:9	تَتْلُونَ|يَتْلُونَهُۥ|تِلَاوَتِهِۦٓ|نَتْلُوهَا|نَتْلُوهُ|يَتْلُونَ|يَتْلُوهُ|تَتْلُوَ	
(none)	ت م ر	root_000187	ت م ر	ت م ر	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	65:6:32	ائْتَمِرُوا	
(none)	ت و ب	root_000189	ت و ب	ت و ب	source_root_norm	14	no_qac_root_at_word:14	disputed:14	no_surface_or_stem_match_in_ayah:14	3:90:11|4:17:2|4:17:12|4:18:3|5:74:3|9:74:35|9:104:7|9:112:1	تَوْبَتُهُمْ|ٱلتَّوْبَةُ|يَتُوبُونَ|يَتُوبُوا۟|ٱلتَّوْبَةَ|ٱلتَّٰٓئِبُونَ|يَتُوبُوا|ٱلتَّوْبَةَ	
(none)	ت ي ه	root_000191	ت ي ه	ت ي ه	source_root_norm	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	5:26:8|7:17:3|28:29:23	يَتِيهُونَ|ءَاتِيَنَّهُمْ|ءَاتِيكُم	
(none)	ث ب ت	root_000192	ث ب ت	ث ب ت	source_root_norm	2	no_qac_root_at_word:2	unchanged:2	no_surface_or_stem_match_in_ayah:2	8:30:8|8:45:9	يُثْبِتُوكَ|ٱثْبُتُوا۟	
(none)	ث ق ل	root_000202	ث ق ل	ث ق ل	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	55:31:4	ٱلثَّقَلَانِ	
(none)	ث ل ث	root_000203	ث ل ث	ث ل ث	source_root_norm	6	no_qac_root_at_word:6	unchanged:6	no_surface_or_stem_match_in_ayah:6	2:196:63|9:118:3|18:25:5|24:58:16|24:58:33|53:20:3	ثَلَاثَةِ|ٱلثَّلَاثَةِ|ثَلَاثَ|ثَلَاثُ|ٱلثَّالِثَةَ	
(none)	ث م ر	root_000205	ث م ر	ث م ر	source_root_norm	15	no_qac_root_at_word:15	unchanged:15	no_surface_or_stem_match_in_ayah:15	2:22:18|2:126:14|2:155:17|2:266:19|7:57:28|7:130:12|13:3:15|14:32:16	ٱلثَّمَرَٰتِ|ٱلثَّمَرَٰتِ|الثَّمَرَاتِ|ثَمَرَاتِ|ثَمَرَاتُ|ثَمَرَاتٍ|ٱلثَّمَرَاتِ	
(none)	ث م و د	root_000207	ث م و د	ث م و د	source_root_norm	26	no_qac_root_at_word:26	unchanged:26	no_surface_or_stem_match_in_ayah:26	7:73:3|9:70:12|11:61:3|11:68:7|11:68:13|11:95:12|14:9:12|17:59:15	ثَمُودَ|ثَمُودُ|ثَمُودَا۟	
(none)	ث ن ي	root_000208	ث ن ي	ث ن ي	source_root_norm	2	no_qac_root_at_word:2	unchanged:2	no_surface_or_stem_match_in_ayah:2	11:5:3|68:18:3	يَثْنُونَ|يَسْتَثْنُونَ	
(none)	ث و ب	root_000209	ث و ب	ث و ب	source_root_norm	3	no_qac_root_at_word:3	disputed:3	no_surface_or_stem_match_in_ayah:3	3:153:14|5:85:2|48:18:21	أَثَابَكُمْ|أَثَٰبَهُمُ|أَثَابَهُمْ	
(none)	ث و ي	root_000211	ث و ي	ث و ي	source_root_norm	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	6:128:30|12:21:10|47:19:22	مَثْوَاكُمْ|مَثْوَىٰهُ|مَثْوَىٰكُمْ	
(none)	ث ي ب	root_000212	ث ي ب	ث ي ب	source_root_norm	1	no_qac_root_at_word:1	disputed:1	no_surface_or_stem_match_in_ayah:1	66:5:16	ثَيِّبَاتٍ	
(none)	ج ء ر	root_000213	ج ء ر	ج أ ر	root_norm_unique	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	16:53:16|23:64:9|23:65:2	تَجْـَٔرُونَ|يَجْـَٔرُونَ|تَجْـَٔرُوا۟	
(none)	ج ب ل	root_000217	ج ب ل	ج ب ل	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	26:184:6	ٱلْجِبِلَّةَ	
(none)	ج ب ي	root_000220	ج ب ي	ج ب ي	source_root_norm	5	no_qac_root_at_word:5	unchanged:5	no_surface_or_stem_match_in_ayah:5	12:6:4|16:121:4|20:122:2|22:78:8|68:50:2	يَجْتَبِيكَ|ٱجْتَبَىٰهُ|ٱجْتَبَٰهُ|ٱجْتَبَىٰكُمْ	
(none)	ج ث م	root_000222	ج ث م	ج ث م	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	11:94:23	جَاثِمِينَ	
(none)	ج د د	root_000227	ج د د	ج د د	source_root_norm	13	no_qac_root_at_word:13	unchanged:13	no_surface_or_stem_match_in_ayah:13	2:110:14|4:43:41|4:65:14|4:91:1|5:6:48|5:82:2|5:82:15|17:68:15	تَجِدُوهُ|تَجِدُوا۟|يَجِدُوا۟|سَتَجِدُونَ|تَجِدُوا|تَجِدَنَّ|يَجِدُوا|سَتَجِدُنِي	
(none)	ج د ل	root_000229	ج د ل	ج د ل	source_root_norm	19	no_qac_root_at_word:19	unchanged:19	no_surface_or_stem_match_in_ayah:19	4:109:4|4:109:11|6:25:28|6:121:22|7:71:10|8:6:1|11:32:5|11:74:10	جَادَلْتُمْ|يُجَادِلُ|يُجَٰدِلُونَكَ|يُجَٰدِلُوكُمْ|أَتُجَادِلُونَنِي|جَٰدَلْتَنَا|يُجَٰدِلُنَا|يُجَٰدِلُونَ	
(none)	ج ر ر	root_000235	ج ر ر	ج ر ر	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	7:150:25	يَجُرُّهُۥٓ	
(none)	ج ر ع	root_000237	ج ر ع	ج ر ع	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	14:17:1	يَتَجَرَّعُهُۥ	
(none)	ج ر م	root_000239	ج ر م	ج ر م	source_root_norm	4	no_qac_root_at_word:4	unchanged:4	no_surface_or_stem_match_in_ayah:4	5:2:37|5:8:14|11:35:14|11:89:5	يَجْرِمَنَّكُمْ|تُجْرِمُونَ	
(none)	ج ر ي	root_000240	ج ر ي	ج ر ي	source_root_norm	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	11:41:8|51:3:2|69:11:7	مَجْر۪ىٰهَا|ٱلْجَٰرِيَٰتِ|ٱلْجَارِيَةِ	
(none)	ج ز ز	root_000242	ج ز ز	ج ز ز	source_root_norm	7	no_qac_root_at_word:7	unchanged:7	no_surface_or_stem_match_in_ayah:7	6:120:11|7:180:15|10:52:10|25:75:2|27:90:12|36:54:9|52:16:10	سَيُجْزَوْنَ|تُجْزَوْنَ|يُجْزَوْنَ	
(none)	ج ز ي	root_000244	ج ز ي	ج ز ي	source_root_norm	13	no_qac_root_at_word:13	unchanged:13	no_surface_or_stem_match_in_ayah:13	6:93:41|7:147:12|9:29:31|12:74:4|12:75:2|12:75:9|34:33:37|37:39:3	تُجْزَوْنَ|يُجْزَوْنَ|ٱلْجِزْيَةَ|جَزَاؤُهُ|يُجْزَىٰهُ|جَزَىٰهُمْ	
(none)	ج ل ب	root_000252	ج ل ب	ج ل ب	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	33:59:15	جَلَٰبِيبِهِنَّ	
(none)	ج ل د	root_000253	ج ل د	ج ل د	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	24:4:12	ٱجْلِدُوهُمْ	
(none)	ج ل س	root_000254	ج ل س	ج ل س	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	58:11:10	ٱلْمَجَٰلِسِ	
(none)	ج ل ل	root_000255	ج ل ل	ج ل ل	source_root_norm	2	no_qac_root_at_word:2	unchanged:2	no_surface_or_stem_match_in_ayah:2	55:27:6|55:78:5	ٱلْجَلَٰلِ	
(none)	ج ل و	root_000256	ج ل و	ج ل و	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	91:3:4	جَلَّىٰهَا	
(none)	ج م ح	root_000257	ج م ح	ج م ح	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	9:57:13	يَجْمَحُونَ	
(none)	ج م ع	root_000259	ج م ع	ج م ع	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	62:9:11	ٱلْجُمُعَةِ	
(none)	ج ن ب	root_000262	ج ن ب	ج ن ب	source_root_norm	7	no_qac_root_at_word:7	unchanged:7	no_surface_or_stem_match_in_ayah:7	4:31:2|5:90:18|14:35:11|42:37:3|53:32:2|87:11:2|92:17:2	تَجْتَنِبُوا|ٱجْتَنِبُوهُ|ٱجْنُبْنِى|يَجْتَنِبُونَ|يَتَجَنَّبُهَا|سَيُجَنَّبُهَا	
(none)	ج ن ن	root_000266	ج ن ن	ج ن ن	source_root_norm	70	no_qac_root_at_word:70	corrected:1|unchanged:69	no_surface_or_stem_match_in_ayah:70	2:35:9|2:82:9|2:111:5|2:214:5|2:221:41|3:142:5|3:185:18|4:124:16	ٱلْجَنَّةَ|ٱلْجَنَّةِ|ٱلْجَنَّةُ|الْجَنَّةِ|الْجِنَّةِ|ٱلْجَنَّتَيْنِ|جَنَّتَهُۥ|جَنَّتَكَ	
(none)	ج ه د	root_000268	ج ه د	ج ه د	source_root_norm	28	no_qac_root_at_word:28	unchanged:28	no_surface_or_stem_match_in_ayah:28	2:218:8|3:142:11|4:95:10|4:95:20|4:95:36|5:35:12|5:54:25|8:72:7	جَٰهَدُوا۟|جَٰهَدُوا|ٱلْمُجَٰهِدُونَ|ٱلْمُجَٰهِدِينَ|جَٰهِدُوا۟|يُجَٰهِدُونَ|يُجَٰهِدُوا۟|يُجَاهِدُوا	
(none)	ج ه ل	root_000271	ج ه ل	ج ه ل	source_root_norm	9	no_qac_root_at_word:9	unchanged:9	no_surface_or_stem_match_in_ayah:9	3:154:23|5:50:3|6:111:27|7:138:30|11:29:27|27:55:12|33:33:9|46:23:15	الْجَاهِلِيَّةِ|ٱلْجَٰهِلِيَّةِ|يَجْهَلُونَ|تَجْهَلُونَ|ٱلْجَٰهِلِيَّةِ	
(none)	ج ه ن م	root_000272	ج ه ن م	ج ه ن م	source_root_norm	77	no_qac_root_at_word:77	unchanged:77	no_surface_or_stem_match_in_ayah:77	2:206:13|3:12:9|3:162:15|3:197:5|4:55:14|4:93:8|4:97:27|4:115:21	جَهَنَّمُ|جَهَنَّمَ|جَهَنَّمَ|جَهَنَّمُ	
(none)	ج و ب	root_000273	ج و ب	ج و ب	source_root_norm	9	no_qac_root_at_word:9	unchanged:9	no_surface_or_stem_match_in_ayah:9	2:186:16|7:194:13|11:14:3|13:14:10|13:18:10|17:52:4|18:52:12|28:50:4	يَسْتَجِيبُوا|يَسْتَجِيبُوا۟|يَسْتَجِيبُونَ|تَسْتَجِيبُونَ	
(none)	ج و ر	root_000275	ج و ر	ج و ر	source_root_norm	2	no_qac_root_at_word:2	unchanged:2	no_surface_or_stem_match_in_ayah:2	33:60:21|46:31:14	يُجَاوِرُونَكَ|يُجِرْكُمْ	
(none)	ج ي ر	root_000285	ج ي ر	ج ي ر	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	72:22:4	يُجِيرَنِي	
(none)	ح ب ب	root_000286	ح ب ب	ح ب ب	source_root_norm	21	no_qac_root_at_word:21	unchanged:21	no_surface_or_stem_match_in_ayah:21	2:216:20|3:31:4|3:31:8|3:92:7|3:119:4|3:119:7|3:152:25|3:188:9	تُحِبُّوا|تُحِبُّونَ|يُحْبِبْكُمُ|تُحِبُّونَهُمْ|يُحِبُّونَكُمْ|يُحِبُّونَ|أَحِبَّاؤُهُ|يُحِبُّهُمْ	
(none)	ح ب ر	root_000287	ح ب ر	ح ب ر	source_root_norm	2	no_qac_root_at_word:2	unchanged:2	no_surface_or_stem_match_in_ayah:2	30:15:12|43:70:6	يُحْبَرُونَ|تُحْبَرُونَ	
(none)	ح ب س	root_000288	ح ب س	ح ب س	source_root_norm	2	no_qac_root_at_word:2	unchanged:2	no_surface_or_stem_match_in_ayah:2	5:106:30|11:8:13	تَحْبِسُونَهُمَا|يَحْبِسُهُۥٓ	
(none)	ح ب ط	root_000289	ح ب ط	ح ب ط	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	47:32:24	سَيُحْبِطُ	
(none)	ح ج ج	root_000295	ح ج ج	ح ج ج	source_root_norm	6	no_qac_root_at_word:6	unchanged:6	no_surface_or_stem_match_in_ayah:6	3:66:4|6:83:3|6:149:5|40:47:3|42:16:11|45:25:9	حَٰجَجْتُمْ|حُجَّتُنَا|ٱلْحُجَّةُ|يَتَحَآجُّونَ|حُجَّتُهُمْ|حُجَّتَهُمْ	
(none)	ح ج ر	root_000296	ح ج ر	ح ج ر	source_root_norm	6	no_qac_root_at_word:6	unchanged:6	no_surface_or_stem_match_in_ayah:6	2:24:15|2:74:10|2:74:17|49:4:6|66:6:13|105:4:2	ٱلْحِجَارَةُ|ٱلْحِجَارَةِ|الْحِجَارَةِ|ٱلْحُجُرَٰتِ|بِحِجَارَةٍ	
(none)	ح د ث	root_000299	ح د ث	ح د ث	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	2:76:15	أَتُحَدِّثُونَهُم	
(none)	ح د د	root_000002	ح د د	ح د د	source_root_norm	2	no_qac_root_at_word:2	unchanged:2	no_surface_or_stem_match_in_ayah:2	58:5:3|58:20:3	يُحَآدُّونَ	
(none)	ح ذ ر	root_000301	ح ذ ر	ح ذ ر	source_root_norm	9	no_qac_root_at_word:9	unchanged:9	no_surface_or_stem_match_in_ayah:9	3:28:25|3:30:24|5:41:48|5:92:8|9:64:18|9:122:28|28:6:17|63:4:22	يُحَذِّرُكُمُ|ٱحْذَرُوا۟|تَحْذَرُونَ|يَحْذَرُونَ|ٱحْذَرْهُمْ|ٱحْذَرُوهُمْ	
(none)	ح ر ث	root_000303	ح ر ث	ح ر ث	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	56:63:4	تَحْرُثُونَ	
(none)	ح ر ف	root_000310	ح ر ف	ح ر ف	source_root_norm	4	no_qac_root_at_word:4	unchanged:4	no_surface_or_stem_match_in_ayah:4	2:75:15|4:46:4|5:13:11|5:41:32	يُحَرِّفُونَهُۥ|يُحَرِّفُونَ	
(none)	ح ر م	root_000313	ح ر م	ح ر م	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	2:194:7	ٱلْحُرُمَٰتُ	
(none)	ح ر ي	root_000314	ح ر ي	ح ر ي	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	72:14:13	تَحَرَّوْا۟	
(none)	ح ز ب	root_000315	ح ز ب	ح ز ب	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	40:5:6	ٱلْأَحْزَابُ	
(none)	ح ز ن	root_000317	ح ز ن	ح ز ن	source_root_norm	26	no_qac_root_at_word:26	unchanged:26	no_surface_or_stem_match_in_ayah:26	2:38:21|2:62:34|2:112:22|2:262:28|2:274:24|2:277:25|3:139:6|3:153:20	يَحْزَنُونَ|تَحْزَنُوا۟|تَحْزَنُوا|يَحْزُنْكَ|يَحْزُنكَ|يَحْزُنُكَ|تَحْزَنُونَ|يَحْزُنُنِي	
(none)	ح س ب	root_000318	ح س ب	ح س ب	source_root_norm	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	6:62:13|39:47:31|59:2:31	ٱلْحَٰسِبِينَ|يَحْتَسِبُونَ|يَحْتَسِبُوا۟	
(none)	ح س ر	root_000320	ح س ر	ح س ر	source_root_norm	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	6:31:15|19:39:4|21:19:17	حَسْرَتَنَا|ٱلْحَسْرَةِ|يَسْتَحْسِرُونَ	
(none)	ح س س	root_000321	ح س س	ح س س	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	3:152:8	تَحُسُّونَهُم	
(none)	ح س ن	root_000323	ح س ن	ح س ن	source_root_norm	22	no_qac_root_at_word:22	unchanged:22	no_surface_or_stem_match_in_ayah:22	2:178:36|4:128:27|6:151:15|6:160:4|7:95:5|7:131:4|7:168:15|9:52:7	بِإِحْسَٰنٍۢ|تُحْسِنُوا|إِحْسَانًا|ٱلْحَسَنَةِ|ٱلْحَسَنَةَ|ٱلْحَسَنَةُ|ٱلْحَسَنَٰتِ|ٱلْحُسْنَيَيْنِ	
(none)	ح ص ر	root_000328	ح ص ر	ح ص ر	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	9:5:14	ٱحْصُرُوهُمْ	
(none)	ح ص ص	root_000329	ح ص ص	ح ص ص	source_root_norm	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	14:34:13|16:18:7|73:20:28	تُحْصُوهَا|تُحْصُوهُ	
(none)	ح ص ن	root_000331	ح ص ن	ح ص ن	source_root_norm	10	no_qac_root_at_word:10	unchanged:10	no_surface_or_stem_match_in_ayah:10	4:24:2|4:25:9|4:25:46|4:25:57|5:5:18|5:5:22|12:48:16|21:80:7	ٱلْمُحْصَنَٰتُ|ٱلْمُحْصَنَٰتِ|أُحْصِنَّ|تُحْصِنُونَ|تُحْصِنَكُمْ	
(none)	ح ص ي	root_000332	ح ص ي	ح ص ي	source_root_norm	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	18:49:24|19:94:3|58:6:10	أَحْصَىٰهَا|أَحْصَاهُمْ|أَحْصَىٰهُ	
(none)	ح ض ر	root_000333	ح ض ر	ح ض ر	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	19:68:10	نُحْضِرَنَّهُمْ	
(none)	ح ض ض	root_000334	ح ض ض	ح ض ض	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	89:18:3	تَحَٰٓضُّونَ	
(none)	ح ط م	root_000337	ح ط م	ح ط م	source_root_norm	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	27:18:15|104:4:5|104:5:5	يَحْطِمَنَّكُمْ|ٱلْحُطَمَةِ|ٱلْحُطَمَةُ	
(none)	ح ف ر	root_000341	ح ف ر	ح ف ر	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	79:10:6	ٱلْحَافِرَةِ	
(none)	ح ف ظ	root_000342	ح ف ظ	ح ف ظ	source_root_norm	11	no_qac_root_at_word:11	unchanged:11	no_surface_or_stem_match_in_ayah:11	2:238:1|6:92:29|9:112:15|12:12:11|12:63:21|12:64:16|12:81:23|23:9:6	حَٰفِظُوا۟|يُحَافِظُونَ|ٱلْحَٰفِظُونَ|حَافِظُونَ|لَحَٰفِظُونَ|حَافِظًا|حَافِظِينَ|ٱلْحَٰفِظِينَ	
(none)	ح ف ف	root_000343	ح ف ف	ح ف ف	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	47:37:4	يُحْفِكُمْ	
(none)	ح ق ق	root_000347	ح ق ق	ح ق ق	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	10:53:3	أَحَقٌّ	
(none)	ح ك م	root_000348	ح ك م	ح ك م	source_root_norm	25	no_qac_root_at_word:25	unchanged:25	no_surface_or_stem_match_in_ayah:25	2:129:14|2:151:16|2:231:48|2:251:15|2:269:2|2:269:8|3:48:5|3:164:22	ٱلْحِكْمَةَ|ٱلْحِكْمَةِ|يَتَحَاكَمُوا|يُحَكِّمُوكَ|ٱلْحَٰكِمِينَ|الْحِكْمَةَ	
(none)	ح ل ق	root_000350	ح ل ق	ح ل ق	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	2:196:18	تَحْلِقُوا	
(none)	ح ل ل	root_000351	ح ل ل	ح ل ل	source_root_norm	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	4:23:52|5:2:6|10:59:14	حَلَائِلُ|تُحِلُّوا۟|حَلَالًا	
(none)	ح ل م	root_000352	ح ل م	ح ل م	source_root_norm	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	12:44:3|12:44:9|52:32:3	أَحْلَامٍ|ٱلْأَحْلَامِ|أَحْلَامُهُمْ	
(none)	ح ل ي	root_000353	ح ل ي	ح ل ي	source_root_norm	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	9:37:10|9:37:22|43:18:5	يُحِلُّونَهُۥ|يُحِلُّوا۟|ٱلْحِلْيَةِ	
(none)	ح م د	root_000355	ح م د	ح م د	source_root_norm	7	no_qac_root_at_word:7	unchanged:7	no_surface_or_stem_match_in_ayah:7	3:144:3|3:188:11|9:112:3|33:40:3|47:2:13|48:29:1|61:6:28	مُحَمَّدٌ|يُحْمَدُوا۟|ٱلْحَٰمِدُونَ|مُحَمَّدٌ|مُحَمَّدٍۢ|أَحْمَدُ	
(none)	ح م ل	root_000357	ح م ل	ح م ل	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	51:2:2	ٱلْحَٰمِلَٰتِ	
(none)	ح م ي	root_000358	ح م ي	ح م ي	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	48:26:7	الْحَمِيَّةَ	
(none)	ح ن ك	root_000363	ح ن ك	ح ن ك	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	17:62:14	أَحْتَنِكَنَّ	
(none)	ح ن ن	root_000364	ح ن ن	ح ن ن	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	9:25:10	حُنَيْنٍ	
(none)	ح و ر	root_000369	ح و ر	ح و ر	source_root_norm	7	no_qac_root_at_word:7	unchanged:7	no_surface_or_stem_match_in_ayah:7	3:52:13|5:111:5|5:112:3|18:34:11|18:37:6|61:14:15|61:14:21	ٱلْحَوَارِيُّونَ|ٱلْحَوَارِيِّۦنَ|يُحَاوِرُهُۥٓ|يُحَاوِرُهُ|لْحَوَارِيِّينَ	
(none)	ح و ش	root_000371	ح و ش	ح و ش	source_root_norm	2	no_qac_root_at_word:2	unchanged:2	no_surface_or_stem_match_in_ayah:2	12:31:32|12:51:10	حَاشَ	
(none)	ح و ط	root_000372	ح و ط	ح و ط	source_root_norm	4	no_qac_root_at_word:4	unchanged:4	no_surface_or_stem_match_in_ayah:4	2:255:39|10:39:6|20:110:10|27:84:10	يُحِيطُونَ|يُحِيطُوا|تُحِيطُوا	
(none)	ح ي ض	root_000379	ح ي ض	ح ي ض	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	65:4:17	يَحِضْنَ	
(none)	ح ي ق	root_000381	ح ي ق	ح ي ق	source_root_norm	3	no_qac_root_at_word:3	unchanged:3	no_surface_or_stem_match_in_ayah:3	69:1:1|69:2:2|69:3:5	ٱلْحَآقَّةُ	
(none)	ح ي ي	root_000383	ح ي ي	ح ي ي	source_root_norm	95	no_qac_root_at_word:95	disputed:95	no_surface_or_stem_match_in_ayah:95	2:26:4|2:28:13|2:49:13|2:85:47|2:86:4|2:204:8|2:212:5|2:259:14	يَسْتَحْيِي|يُحْيِيكُمْ|يَسْتَحْيُونَ|ٱلْحَيَوٰةِ|ٱلْحَيَوٰةَ|ٱلْحَيَوٰةُ|يُحْيِي|تُحْيِي	
(none)	خ ب ت	root_000385	خ ب ت	خ ب ت	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	22:34:26	ٱلْمُخْبِتِينَ	
(none)	خ ب ث	root_000386	خ ب ث	خ ب ث	source_root_norm	2	no_qac_root_at_word:2	unchanged:2	no_surface_or_stem_match_in_ayah:2	7:157:29|21:74:14	ٱلْخَبَٰٓئِثَ	
(none)	خ ب ط	root_000389	خ ب ط	خ ب ط	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	2:275:11	يَتَخَبَّطُهُ	
(none)	خ ت م	root_000393	خ ت م	خ ت م	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	83:26:1	خِتَٰمُهُۥ	
(none)	خ ت ن	root_000394	خ ت ن	خ ت ن	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	2:187:20	تَخْتَانُونَ	
(none)	خ د ع	root_000396	خ د ع	خ د ع	source_root_norm	5	no_qac_root_at_word:5	unchanged:5	no_surface_or_stem_match_in_ayah:5	2:9:1|2:9:8|4:142:3|4:142:7|8:62:5	يُخَٰدِعُونَ|يَخْدَعُونَ|خَٰدِعُهُمْ|يَخْدَعُوكَ	
(none)	خ ذ ل	root_000398	خ ذ ل	خ ذ ل	source_root_norm	1	no_qac_root_at_word:1	unchanged:1	no_surface_or_stem_match_in_ayah:1	3:160:10	يَخْذُلْكُمْ	
