rank	path_family_id	family_score	label_hint	members	ayahs	roots	core_branches	optional_branches	representative_path_id	construction_paths
22	PF0022	0.5514	epistemology / knowledge / decision / cognition_perception/reasoning_decision	7	1,2,3,5,6,7,8,9,11	ء ن س ب ع ث ر ج م ع ح ب ب خ ب ر ر ب ب ش د د ش ه د ص ب ح ض ب ح ع ل م ق د ح و ر ي	ج م ع:B003@5:عزم محكم جمع الرأي بعد تفرقه | خ ب ر:B001@11:العلم بالخبر وباطن الأمر | ر ب ب:B003@6,11:علم رباني | ش ه د:B002@7:البيان بعلم | ع ل م:B001@9:انكشاف الشيء للعارف | ق د ح:B010@2:اقتداح الأمر بالنظر والتدبير	ش د د:B005@8:شد النهار وارتفاعه | ص ب ح:B001@3:الصبح وأول النهار	P0906	P0906[ق د ح:B010→ج م ع:B003 ; ق د ح:B010→خ ب ر:B001 ; ع ل م:B001→خ ب ر:B001 ; ء ن س:B003→ع ل م:B001 ; ء ن س:B003→ح ب ب:B002 ; ش ه د:B002→خ ب ر:B001 ; ر ب ب:B003→ع ل م:B001] | P0711[ق د ح:B010→ج م ع:B003 ; ق د ح:B010→خ ب ر:B001 ; ع ل م:B001→خ ب ر:B001 ; ش ه د:B002→خ ب ر:B001 ; ق د ح:B010→ش د د:B005 ; ص ب ح:B001→ش د د:B005 ; ر ب ب:B003→ع ل م:B001 ; ض ب ح:B004→ص ب ح:B001] | P0924[ر ب ب:B003→ع ل م:B001 ; ع ل م:B001→خ ب ر:B001 ; ق د ح:B010→خ ب ر:B001 ; ق د ح:B010→ج م ع:B013 ; ج م ع:B013→ب ع ث ر:B002 ; ش ه د:B002→خ ب ر:B001] | P1166[ق د ح:B010→ج م ع:B003 ; ق د ح:B010→ش ه د:B005 ; ء ن س:B005→ش ه د:B005 ; ق د ح:B010→خ ب ر:B001 ; ع ل م:B001→خ ب ر:B001 ; ر ب ب:B003→ع ل م:B001]
23	PF0023	0.5514	expression / language / pupil / reflection	4	2,3,6,7,8,9,10,11	ء ن س ح ب ب ح ص ل خ ب ر ر ب ب ش ه د ص ب ح ع ل م ق د ح	ء ن س:B005@6:إنسان العين وصورة الإنسان في السواد | ح ب ب:B005@8:البعير يلزم مكانه من عجز | ح ب ب:B006@8:الري حتى الامتلاء | ح ص ل:B004@10:موضع يجتمع فيه الطعام في جوف الطائر | ش ه د:B005@7:اللسان الشاهد	خ ب ر:B005@11:اللِّين في النبات والوبر والزبد | ر ب ب:B006@6,11:رُبّ خاثر وإصلاح به | ر ب ب:B007@6,11:لزوم وإقامة ودوام | ص ب ح:B003@3:الصبوح | ع ل م:B004@9:شق ظاهر في الشفة العليا | ق د ح:B006@2:قدح الشرب	P2224	P2224[ء ن س:B005→ح ص ل:B004 ; ح ب ب:B006→ح ص ل:B004 ; ء ن س:B005→ش ه د:B005 ; ر ب ب:B006→ح ب ب:B006] | P1398[ء ن س:B005→ش ه د:B005 ; ء ن س:B005→ح ص ل:B004 ; ح ب ب:B005→ح ص ل:B004 ; ح ب ب:B005→ع ل م:B004 ; ح ب ب:B005→خ ب ر:B005] | P1698[ء ن س:B005→ح ص ل:B004 ; ح ب ب:B006→ح ص ل:B004 ; ء ن س:B005→ش ه د:B005 ; ص ب ح:B003→ح ب ب:B006 ; ق د ح:B006→ص ب ح:B003] | P2095[ء ن س:B005→ش ه د:B005 ; ء ن س:B005→ح ص ل:B004 ; ح ب ب:B005→ح ص ل:B004 ; ر ب ب:B007→ح ب ب:B005]
24	PF0024	0.5493	presence / gathering / surface / participation	4	4,5,6,7,8,9,11	ث و ر ج م ع ح ب ب ر ب ب ش ه د ع ل م ن ق ع و س ط	ث و ر:B007@4:ثور الماء: طحلب يعلو السطح | ج م ع:B004@5:موضع أو يوم أو نداء يجمع الناس | ر ب ب:B013@6,11:ماء رَبَب كثير | ش ه د:B001@7:الحضور مع المشاهدة | ع ل م:B005@9:ماء كثير مجتمع في عيلم	ح ب ب:B008@8:حباب الماء فقاقيعه وطرائقه | ر ب ب:B004@6,11:ربة وجماعات كثيرة | ن ق ع:B008@4:شراب بأنقع مجرب للموارد | و س ط:B002@5:موضع الوسط بين الأطراف	P1950	P1950[ن ق ع:B008→ر ب ب:B013 ; ج م ع:B004→ر ب ب:B013 ; ج م ع:B004→ش ه د:B001 ; ر ب ب:B013→ع ل م:B005] | P1127[ج م ع:B004→ر ب ب:B013 ; ج م ع:B004→ش ه د:B001 ; ر ب ب:B013→ع ل م:B005 ; ث و ر:B007→ر ب ب:B013 ; ث و ر:B007→ح ب ب:B008 ; و س ط:B002→ج م ع:B004] | P2471[ج م ع:B004→ش ه د:B001 ; ج م ع:B004→ر ب ب:B004 ; ر ب ب:B004→ع ل م:B005]
25	PF0025	0.5467	aggregation / result / discontinuity / division	8	1,2,3,4,5,6,7,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل ر ب ب ش د د ش ه د ص ب ح ص د ر ع د و ع ل م ق د ح ك ن د و س ط	ج م ع:B001@5:ضم المتفرق حتى يصير شيئا مجموعا | ح ص ل:B001@10:جمع الشيء حتى يظهر حاصله | ش د د:B001@8:شد العقد والوثاق | ك ن د:B001@6:القطع والانفصال | و س ط:B006@5:قطع الشيء نصفين	ث و ر:B002@4:إثارة الشيء وتحريكه من موضعه | ر ب ب:B011@6,11:ربابة عهد وميثاق | ر ب ب:B016@6,11:رُبَى حاجة وعقدة ونعمة | ش د د:B002@8:شدة القوة والصلابة | ص ب ح:B010@3:أصبح بمعنى صار | ص د ر:B004@10:الأصل الذي تصدر عنه الأفعال | ع ل م:B002@9:أثر يميز الشيء ويهدي إليه	P0743	P0743[ص ب ح:B010→ص د ر:B004 ; ح ص ل:B001→ص د ر:B004 ; ج م ع:B001→ح ص ل:B001 ; ج م ع:B001→ك ن د:B001 ; ك ن د:B001→ش د د:B001 ; ر ب ب:B016→ش د د:B001 ; و س ط:B006→ك ن د:B001] | P0243[ر ب ب:B016→ش د د:B001 ; ك ن د:B001→ش د د:B001 ; ج م ع:B001→ك ن د:B001 ; ج م ع:B001→ح ص ل:B001 ; ج م ع:B001→ع ل م:B002 ; ث و ر:B002→ع ل م:B002 ; و س ط:B006→ك ن د:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ش ه د:B008→ع ل م:B002] | P0564[ع د و:B008→ر ب ب:B011 ; ر ب ب:B011→ش د د:B001 ; ك ن د:B001→ش د د:B001 ; ج م ع:B001→ك ن د:B001 ; ج م ع:B001→ح ص ل:B001 ; ج م ع:B001→ع ل م:B002 ; ث و ر:B002→ع ل م:B002 ; و س ط:B006→ك ن د:B001] | P1791[ق د ح:B002→ش د د:B002 ; ك ن د:B001→ش د د:B002 ; ج م ع:B001→ك ن د:B001 ; ج م ع:B001→ح ص ل:B001]
26	PF0026	0.54	cattle / fire / nick / ribcage	14	1,2,3,4,5,6,7,8,9,10,11	ء ن س ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ق ب ر ق د ح ك ن د ن ق ع و ر ي و س ط	ث و ر:B004@4:الثور: ذكر البقر | ر ب ب:B014@6,11:رَبْرَب قطيع | ش د د:B002@8:شدة القوة والصلابة | ص د ر:B001@10:الصدر الجارحة وما يتصل بها | ض ب ح:B003@1:إحراق أعالي العود | ق د ح:B002@2:نقر الشيء وعيبه	ء ن س:B001@6:ظهور الإنسان المخالف للتوحش والجن | ح ب ب:B010@8:الحبحاب الصغير القصير | ح ب ب:B011@8:نار الحباحب شرر لا ينتفع به	P0560	P0560[ق د ح:B002→ص د ر:B001 ; ث و ر:B004→ص د ر:B001 ; ث و ر:B004→ر ب ب:B014 ; ض ب ح:B003→ق د ح:B002 ; ق د ح:B002→ش د د:B002 ; ث و ر:B004→ء ن س:B001 ; ج م ع:B007→ء ن س:B001 ; ر ب ب:B014→ح ب ب:B010] | P0339[ر ب ب:B014→ح ب ب:B010 ; ث و ر:B004→ر ب ب:B014 ; ث و ر:B004→ص د ر:B001 ; ص ب ح:B008→ح ب ب:B010 ; ص ب ح:B008→خ ب ر:B004 ; ق د ح:B002→ص د ر:B001 ; ض ب ح:B003→ق د ح:B002 ; و ر ي:B004→خ ب ر:B004 ; ق د ح:B002→ش د د:B002] | P0357[ر ب ب:B014→ح ب ب:B010 ; ث و ر:B004→ر ب ب:B014 ; ث و ر:B004→ص د ر:B001 ; ق د ح:B002→ص د ر:B001 ; ض ب ح:B003→ق د ح:B002 ; ق د ح:B002→ق ب ر:B002 ; ج م ع:B001→ق ب ر:B002 ; ج م ع:B001→ح ص ل:B001 ; ق د ح:B002→ش د د:B002] | P0382[ث و ر:B004→ء ن س:B001 ; ث و ر:B004→ر ب ب:B014 ; ث و ر:B004→ص د ر:B001 ; ق د ح:B002→ص د ر:B001 ; ض ب ح:B003→ق د ح:B002 ; ض ب ح:B003→ح ب ب:B011 ; ج م ع:B007→ء ن س:B001 ; ص ب ح:B005→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004]
27	PF0027	0.5388	storage / container / urn / vessel	7	1,2,4,5,6,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل ر ب ب ص د ر ض ب ح ع د و ع ل م ق ب ر ق د ح و س ط	ج م ع:B012@5:عظم الشيء كأنه جامع ممتلئ | ح ب ب:B007@8:الحب جرة عظيمة أو موضعها | ر ب ب:B012@6,11:ربة نبات | ع د و:B011@1:العَدَوِيّة من نبات الصيف | ق د ح:B009@2:رخص أطراف النبت	ث و ر:B005@4:ثورة الأقط: قطعة جامدة | ص د ر:B006@10:الطائفة من الشيء | ض ب ح:B005@1:الرماد	P1376	P1376[ع د و:B011→ق د ح:B004 ; ع د و:B011→ر ب ب:B012 ; ر ب ب:B012→ح ب ب:B007 ; ج م ع:B012→ح ب ب:B007 ; ث و ر:B005→ج م ع:B012] | P0377[ر ب ب:B012→ح ب ب:B007 ; ع د و:B011→ر ب ب:B012 ; ق د ح:B009→ر ب ب:B012 ; ض ب ح:B005→ق د ح:B009 ; ض ب ح:B005→ع ل م:B007 ; ج م ع:B012→ح ب ب:B007 ; ج م ع:B012→ص د ر:B006 ; ث و ر:B005→ج م ع:B012 ; و س ط:B006→ص د ر:B006] | P0850[ر ب ب:B012→ح ب ب:B007 ; ع د و:B011→ر ب ب:B012 ; ج م ع:B012→ح ب ب:B007 ; ث و ر:B005→ج م ع:B012 ; ق د ح:B009→ر ب ب:B012 ; ر ب ب:B012→ح ص ل:B002 ; ب ع ث ر:B001→ح ص ل:B002] | P1462[ر ب ب:B012→ح ب ب:B007 ; ع د و:B011→ر ب ب:B012 ; ر ب ب:B012→ق ب ر:B003 ; ث و ر:B006→ق ب ر:B003 ; ج م ع:B012→ح ب ب:B007]
28	PF0028	0.5383	fire / cattle / spark / livestock	4	1,2,3,4,6,8,10,11	ث و ر ح ب ب ح ص ل ر ب ب ص ب ح ض ب ح ق د ح و ر ي	ث و ر:B004@4:الثور: ذكر البقر | ح ب ب:B011@8:نار الحباحب شرر لا ينتفع به | ر ب ب:B014@6,11:رَبْرَب قطيع | ض ب ح:B003@1:إحراق أعالي العود	ح ص ل:B004@10:موضع يجتمع فيه الطعام في جوف الطائر | ص ب ح:B005@3:المصباح والسراج | ق د ح:B001@2:إيراء النار بالقدح | ق د ح:B002@2:نقر الشيء وعيبه | ق د ح:B008@2:ضمر الفرس وغؤور العين | و ر ي:B002@2:نار كامنة تخرج من الزند	P1901	P1901[ث و ر:B004→ح ب ب:B011 ; ث و ر:B004→ر ب ب:B014 ; ض ب ح:B003→ح ب ب:B011 ; ض ب ح:B003→ق د ح:B002] | P1357[ث و ر:B004→ح ب ب:B011 ; ث و ر:B004→ر ب ب:B014 ; ض ب ح:B003→ح ب ب:B011 ; ض ب ح:B003→ق د ح:B001 ; و ر ي:B002→ق د ح:B001] | P1613[ض ب ح:B003→ق د ح:B008 ; ض ب ح:B003→ح ب ب:B011 ; ث و ر:B004→ح ب ب:B011 ; ث و ر:B004→ر ب ب:B014 ; ح ب ب:B011→ح ص ل:B004] | P2430[ص ب ح:B005→ح ب ب:B011 ; ث و ر:B004→ح ب ب:B011 ; ث و ر:B004→ر ب ب:B014]
29	PF0029	0.5329	tooth / canker / worm / row	3	1,2,4,6,8,9,11	ء ن س ب ع ث ر ث و ر ح ب ب ر ب ب ع د و ق د ح ن ق ع	ء ن س:B003@6:الأنس الذي يزيل الوحشة | ث و ر:B004@4:الثور: ذكر البقر | ح ب ب:B009@8:حبب الأسنان انتظام كالدرر | ق د ح:B004@2:أكال الشجر والسن	ب ع ث ر:B001@9:قلب التراب وكشف المدفون | ث و ر:B002@4:إثارة الشيء وتحريكه من موضعه | ر ب ب:B002@6,11:إصلاح وتربية وإتمام | ر ب ب:B014@6,11:رَبْرَب قطيع | ع د و:B011@1:العَدَوِيّة من نبات الصيف | ن ق ع:B003@4:نقيعة طعام أو نحر أو لبن	P1148	P1148[ق د ح:B004→ح ب ب:B009 ; ء ن س:B003→ح ب ب:B009 ; ث و ر:B004→ء ن س:B003 ; ث و ر:B004→ر ب ب:B014 ; ن ق ع:B003→ر ب ب:B014] | P1730[ق د ح:B004→ح ب ب:B009 ; ء ن س:B003→ح ب ب:B009 ; ء ن س:B003→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ر ب ب:B002→ب ع ث ر:B001] | P2106[ق د ح:B004→ح ب ب:B009 ; ء ن س:B003→ح ب ب:B009 ; ث و ر:B004→ء ن س:B003 ; ع د و:B011→ق د ح:B004]
30	PF0030	0.532	residue / greenery / forage / leaf	3	1,2,3,4,6,10,11	ث و ر ر ب ب ص ب ح ص د ر ض ب ح ع د و ق د ح ك ن د	ث و ر:B006@4:ثور اسما لمكان أو قوم أو برج | ر ب ب:B012@6,11:ربة نبات | ض ب ح:B005@1:الرماد | ق د ح:B009@2:رخص أطراف النبت	ص ب ح:B010@3:أصبح بمعنى صار | ص د ر:B004@10:الأصل الذي تصدر عنه الأفعال | ع د و:B011@1:العَدَوِيّة من نبات الصيف | ك ن د:B004@6:اسم كندة	P2428	P2428[ض ب ح:B005→ق د ح:B009 ; ق د ح:B009→ر ب ب:B012 ; ث و ر:B006→ر ب ب:B012] | P2121[ث و ر:B006→ك ن د:B004 ; ث و ر:B006→ر ب ب:B012 ; ع د و:B011→ر ب ب:B012 ; ق د ح:B009→ر ب ب:B012] | P2221[ص ب ح:B010→ص د ر:B004 ; ض ب ح:B005→ص ب ح:B010 ; ض ب ح:B005→ق د ح:B009 ; ق د ح:B009→ر ب ب:B012]
31	PF0031	0.5319	report / news / expertise / information	3	2,6,7,8,9,11	ء ن س ح ب ب خ ب ر ر ب ب ش ه د ع ل م و ر ي	ح ب ب:B005@8:البعير يلزم مكانه من عجز | خ ب ر:B001@11:العلم بالخبر وباطن الأمر | ع ل م:B004@9:شق ظاهر في الشفة العليا | و ر ي:B005@2:ستر الشيء وجعله وراء الظهور	ء ن س:B002@6:إيناس الشيء برؤية أو إحساس أو سماع | ء ن س:B005@6:إنسان العين وصورة الإنسان في السواد | ر ب ب:B003@6,11:علم رباني | ش ه د:B002@7:البيان بعلم | ش ه د:B005@7:اللسان الشاهد	P1569	P1569[و ر ي:B005→ء ن س:B002 ; و ر ي:B005→خ ب ر:B001 ; ع ل م:B004→خ ب ر:B001 ; ح ب ب:B005→ع ل م:B004 ; ش ه د:B002→خ ب ر:B001] | P2255[ش ه د:B005→خ ب ر:B001 ; ع ل م:B004→خ ب ر:B001 ; ء ن س:B005→ش ه د:B005 ; ح ب ب:B005→ع ل م:B004] | P1962[ر ب ب:B003→خ ب ر:B001 ; ع ل م:B004→خ ب ر:B001 ; ح ب ب:B005→ع ل م:B004 ; و ر ي:B005→خ ب ر:B001]
32	PF0032	0.5308	welfare / virtue / benefit / epistemology	26	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر و ر ي و س ط	ث و ر:B003@4:هيجان إلى مواجهة أو غضب | خ ب ر:B001@11:العلم بالخبر وباطن الأمر | خ ي ر:B001@8:الميل إلى الخير النافع | ع ل م:B001@9:انكشاف الشيء للعارف | غ ي ر:B001@3:الصلاح والمنفعة بالميرة والسقي والإصلاح | و ر ي:B005@2:ستر الشيء وجعله وراء الظهور	ء ن س:B002@6:إيناس الشيء برؤية أو إحساس أو سماع | ء ن س:B006@6:ابن الإنس للنفس والصفوة | ج م ع:B001@5:ضم المتفرق حتى يصير شيئا مجموعا | ج م ع:B009@5:اكتمال الشيء كله بلا تفرق أو نقص | ج م ع:B010@5:استجماع القوة أو السير حتى تتلاحق أجزاؤه | ح ص ل:B001@10:جمع الشيء حتى يظهر حاصله | ر ب ب:B003@6,11:علم رباني | ر ب ب:B006@6,11:رُبّ خاثر وإصلاح به | ش ه د:B002@7:البيان بعلم	P0012	P0012[و ر ي:B005→ح ص ل:B001 ; ج م ع:B001→ح ص ل:B001 ; و ر ي:B005→خ ب ر:B001 ; ع ل م:B001→خ ب ر:B001 ; و ر ي:B005→ث و ر:B003 ; ث و ر:B003→خ ي ر:B001 ; غ ي ر:B001→خ ي ر:B001 ; غ ي ر:B001→ر ب ب:B006 ; ش ه د:B002→خ ب ر:B001] | P0194[غ ي ر:B005→ج م ع:B009 ; ع د و:B004→غ ي ر:B005 ; ج م ع:B009→ح ص ل:B001 ; و ر ي:B005→ح ص ل:B001 ; و ر ي:B005→خ ب ر:B001 ; ع ل م:B001→خ ب ر:B001 ; و ر ي:B005→ث و ر:B003 ; ث و ر:B003→خ ي ر:B001 ; ء ن س:B006→ع ل م:B001] | P0089[ص ب ح:B010→ص د ر:B004 ; ح ص ل:B001→ص د ر:B004 ; ج م ع:B001→ح ص ل:B001 ; و ر ي:B005→ح ص ل:B001 ; و ر ي:B005→خ ب ر:B001 ; ع ل م:B001→خ ب ر:B001 ; و ر ي:B005→ث و ر:B003 ; ث و ر:B003→خ ي ر:B001 ; ر ب ب:B003→ع ل م:B001] | P0127[و ر ي:B005→ث و ر:B003 ; ث و ر:B003→خ ي ر:B001 ; غ ي ر:B001→خ ي ر:B001 ; غ ي ر:B001→ر ب ب:B006 ; و ر ي:B005→ح ص ل:B001 ; ج م ع:B001→ح ص ل:B001 ; ج م ع:B001→ع ل م:B002 ; ش ه د:B008→ع ل م:B002 ; ر ب ب:B006→ح ب ب:B006]
33	PF0033	0.5303	knot / gift / kinship_society/hospitality_welfare / quality	8	1,2,3,5,6,7,8,10,11	ج م ع ح ب ب ح ص ل خ ي ر ر ب ب ش د د ش ه د ع د و غ ي ر ق د ح ك ن د و ر ي و س ط	ح ب ب:B003@8:صيغة المدح وغاية الرغبة | خ ي ر:B005@8:الكرم والهبة | ر ب ب:B016@6,11:رُبَى حاجة وعقدة ونعمة | ش د د:B001@8:شد العقد والوثاق | و ر ي:B006@2:الجانب الوراء: خلف أو أمام أو سوى | و س ط:B004@5:مرتبة وسطى بين الجيد والرديء	ج م ع:B003@5:عزم محكم جمع الرأي بعد تفرقه	P0692	P0692[و ر ي:B006→ج م ع:B003 ; و ر ي:B006→و س ط:B004 ; و س ط:B004→خ ي ر:B005 ; ح ب ب:B003→خ ي ر:B005 ; ر ب ب:B016→ح ب ب:B003 ; ر ب ب:B016→ش د د:B001 ; ق د ح:B010→ج م ع:B003 ; و ر ي:B006→غ ي ر:B004] | P1144[و س ط:B003→خ ي ر:B005 ; و س ط:B003→ج م ع:B001 ; ج م ع:B001→ح ص ل:B001 ; ح ب ب:B003→خ ي ر:B005 ; ر ب ب:B016→ح ب ب:B003 ; ر ب ب:B016→ش د د:B001] | P0754[ع د و:B004→غ ي ر:B005 ; غ ي ر:B005→و س ط:B004 ; و س ط:B004→خ ي ر:B005 ; ح ب ب:B003→خ ي ر:B005 ; ر ب ب:B016→ح ب ب:B003 ; ر ب ب:B016→ش د د:B001 ; و ر ي:B006→و س ط:B004] | P1548[ج م ع:B008→ح ب ب:B003 ; ج م ع:B008→ر ب ب:B010 ; ح ب ب:B003→خ ي ر:B005 ; و س ط:B004→خ ي ر:B005 ; و ر ي:B006→و س ط:B004]
34	PF0034	0.5294	light / lantern / selfishness / ingratitude	9	1,2,3,4,5,6,7,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع ل م ق ب ر ق د ح ك ن د و ر ي	ب ع ث ر:B001@9:قلب التراب وكشف المدفون | ث و ر:B002@4:إثارة الشيء وتحريكه من موضعه | ر ب ب:B002@6,11:إصلاح وتربية وإتمام | ص ب ح:B005@3:المصباح والسراج | ض ب ح:B004@1:تغير اللون إلى السواد | ك ن د:B002@6:كفران النعمة والمودة	ح ب ب:B011@8:نار الحباحب شرر لا ينتفع به | ض ب ح:B003@1:إحراق أعالي العود | ع ل م:B002@9:أثر يميز الشيء ويهدي إليه | ق ب ر:B001@9:مواراة الميت في القبر	P0508	P0508[ض ب ح:B004→ص ب ح:B005 ; ص ب ح:B005→ك ن د:B002 ; ر ب ب:B002→ك ن د:B002 ; ر ب ب:B002→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ص ب ح:B005→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004 ; ث و ر:B002→ع ل م:B002 ; و ر ي:B001→ح ص ل:B004] | P0423[ر ب ب:B002→ك ن د:B002 ; ر ب ب:B002→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ص ب ح:B005→ك ن د:B002 ; ص ب ح:B005→ح ب ب:B011 ; ض ب ح:B003→ح ب ب:B011 ; ض ب ح:B003→ق د ح:B002 ; ب ع ث ر:B001→ح ص ل:B002 ; ب ع ث ر:B001→ق ب ر:B001] | P0321[ض ب ح:B004→ص ب ح:B005 ; ص ب ح:B005→ك ن د:B002 ; ر ب ب:B002→ك ن د:B002 ; ر ب ب:B002→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ث و ر:B002→ع ل م:B002 ; ج م ع:B001→ع ل م:B002 ; ج م ع:B001→ح ص ل:B001 ; ش ه د:B008→ع ل م:B002] | P0369[ر ب ب:B002→ك ن د:B002 ; ر ب ب:B002→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ص ب ح:B005→ك ن د:B002 ; ص ب ح:B005→ح ب ب:B011 ; ض ب ح:B003→ح ب ب:B011 ; ض ب ح:B003→ق د ح:B007 ; ق د ح:B007→ص د ر:B002 ; ث و ر:B002→ع ل م:B002]
35	PF0035	0.5292	aggregation / result / consolidation / unification	10	1,2,3,4,5,6,7,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ي ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع ل م ق ب ر ق د ح ك ن د ن ق ع و س ط	ث و ر:B001@4:انبعاث الشيء وانتشاره ظاهرا | ج م ع:B001@5:ضم المتفرق حتى يصير شيئا مجموعا | ح ص ل:B001@10:جمع الشيء حتى يظهر حاصله | ق ب ر:B002@9:غموض الشيء وتطامنه | ن ق ع:B004@4:نقع الغبار المثار	ر ب ب:B004@6,11:ربة وجماعات كثيرة | ش د د:B002@8:شدة القوة والصلابة | ص ب ح:B010@3:أصبح بمعنى صار | ص د ر:B004@10:الأصل الذي تصدر عنه الأفعال | ض ب ح:B003@1:إحراق أعالي العود | ق د ح:B002@2:نقر الشيء وعيبه | و س ط:B003@5:الدخول أو الجعل في الوسط	P1509	P1509[ق د ح:B002→ق ب ر:B002 ; ث و ر:B001→ق ب ر:B002 ; ج م ع:B001→ق ب ر:B002 ; ج م ع:B001→ح ص ل:B001] | P0098[ق د ح:B002→ق ب ر:B002 ; ث و ر:B001→ق ب ر:B002 ; ج م ع:B001→ق ب ر:B002 ; ج م ع:B001→ح ص ل:B001 ; ث و ر:B001→ن ق ع:B004 ; ض ب ح:B003→ق د ح:B002 ; ق د ح:B002→ش د د:B002 ; ح ص ل:B001→ص د ر:B004 ; ص ب ح:B010→ص د ر:B004] | P0741[ث و ر:B001→ق ب ر:B002 ; ج م ع:B001→ق ب ر:B002 ; ج م ع:B001→ح ص ل:B001 ; ث و ر:B001→ن ق ع:B004 ; ج م ع:B001→ك ن د:B001 ; ك ن د:B001→ح ب ب:B001 ; و س ط:B006→ك ن د:B001] | P0929[ث و ر:B001→ق ب ر:B002 ; ج م ع:B001→ق ب ر:B002 ; ج م ع:B001→ح ص ل:B001 ; ث و ر:B001→ن ق ع:B004 ; ج م ع:B001→ع ل م:B002 ; ش ه د:B008→ع ل م:B002]
