rank	path_id	path_score	label_hint	ayahs	roots	branch_chain
45	P0045	0.794	kinship_society/hospitality_welfare / benefaction / commitment / favor	1,2,3,4,5,6,7	ح م د ر ب ب ر ح م س م و ع ب د ع و ن غ ض ب ق و م م ل ك ن ع م	س م و:B007:المساماة والمباراة | ر ح م:B001:الرَّحْمَة والرقة | ح م د:B005:يتحمد بالمنة | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | م ل ك:B005:مِلاك الأمر وعِماده | ع ب د:B007:القوة والصلابة | ع و ن:B001:الإعانة والمظاهرة | ق و م:B003:عزم ونهوض إلى الأمر | ن ع م:B001:حسن الحال والنعمة | غ ض ب:B003:المراغمة والمخالفة
46	P0046	0.794	contract / bird / family / posture	1,2,3,4,5,6,7	ء ل ه د ي ن ر ب ب ر ح م ع ب د ع ل م ق و م م ل ك ن ع م	ء ل ه:B001:التعبد والمعبود | ر ح م:B003:رَحِم الأنثى | ر ب ب:B005:ربيب وربيبة ورابة | ع ل م:B006:طائر جارح يسمى العلام | م ل ك:B004:الإملاك والتزويج | د ي ن:B003:الدين المالي | ع ب د:B004:التعبيد والاستعباد | ق و م:B002:انتصاب وقيام بالبدن | ن ع م:B006:النعام والنعامة الطائر
47	P0047	0.794	care / governance / hierarchy / ownership	1,2,3,4,5,6,7	د ي ن ر ب ب ر ح م ع ب د غ ي ر ق و م م ل ك ن ع م ه د ي	ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B002:إصلاح وتربية وإتمام | م ل ك:B003:المُلك والسلطان | د ي ن:B004:الإذلال والملك | ع ب د:B001:الرق والملك | ه د ي:B002:جهة الأمر وسيرته وقصده | ق و م:B004:رعاية وحفظ وولاية | ن ع م:B001:حسن الحال والنعمة | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح
48	P0048	0.7933	contract / adoration / heraldry / espousal	1,2,3,4,5,6,7	ء ل ه د ي ن ر ب ب ر ح م س م و ع ب د ع ل م ق و م م ل ك ن ع م	س م و:B001:العلو والارتفاع | ء ل ه:B001:التعبد والمعبود | ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B002:إصلاح وتربية وإتمام | ع ل م:B002:أثر يميز الشيء ويهدي إليه | م ل ك:B004:الإملاك والتزويج | د ي ن:B003:الدين المالي | ع ب د:B004:التعبيد والاستعباد | ق و م:B010:قيمة وتقويم وتسعير | ن ع م:B001:حسن الحال والنعمة
49	P0049	0.7933	ownership / conflict_security/conflict / visibility / disease	1,2,3,4,5,6,7	د ي ن ر ب ب ر ح م س م و ع ب د ع و ن غ ض ب ق و م م ل ك ه د ي	س م و:B002:الشخص المرتفع الظاهر | ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B011:ربابة عهد وميثاق | م ل ك:B002:المِلْك والتصرف | د ي ن:B004:الإذلال والملك | ع ب د:B001:الرق والملك | ع و ن:B001:الإعانة والمظاهرة | ه د ي:B003:المتقدم الهادي وأوائل الشيء | ق و م:B020:قوام في قوائم الشاة | غ ض ب:B003:المراغمة والمخالفة
50	P0050	0.7933	commitment / bird / honor / animal_life/wildlife	1,2,3,4,5,6,7	ر ب ب ر ح م ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م	ر ح م:B003:رَحِم الأنثى | ر ب ب:B005:ربيب وربيبة ورابة | ع ل م:B006:طائر جارح يسمى العلام | م ل ك:B005:مِلاك الأمر وعِماده | ع ب د:B007:القوة والصلابة | ع و ن:B001:الإعانة والمظاهرة | ق و م:B003:عزم ونهوض إلى الأمر | ن ع م:B006:النعام والنعامة الطائر | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B007:العبوس والضجر والعظم في وصف الحيوان أو الشخص
51	P0051	0.7929	grammar / navigation / boundary / heraldry	1,2,3,4,5,6,7	د ي ن ر ب ب ر ح م س م و ض ل ل ع ب د ع ل م م ل ك ن ع م ه د ي	س م و:B001:العلو والارتفاع | ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B015:حرف رب وربما | ع ل م:B002:أثر يميز الشيء ويهدي إليه | م ل ك:B006:مَلَك الطريق والوادي | د ي ن:B007:التصديق والتفويض | ع ب د:B001:الرق والملك | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B004:الجواب بنعم والتصديق | ض ل ل:B001:الضلال عن الهدى والقصد
52	P0052	0.7926	herd / leader / leadership / visibility	1,2,3,4,5,6,7	د ي ن ر ب ب ر ح م س م و ع و ن غ ي ر ق و م م ل ك ه د ي ي و م	س م و:B002:الشخص المرتفع الظاهر | ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B014:رَبْرَب قطيع | م ل ك:B008:المتقدم القائد في الحيوان | ي و م:B002:مدة من الزمان | د ي ن:B002:الحساب والجزاء | ع و ن:B006:العانة قطيع الحمر | ه د ي:B003:المتقدم الهادي وأوائل الشيء | ق و م:B020:قوام في قوائم الشاة | غ ي ر:B002:الغَيْر في الدية
53	P0053	0.7925	vitality / travel / tribe / honor	2,4,5,6,7	ر ب ب ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي	ر ب ب:B004:ربة وجماعات كثيرة | ع ل م:B005:ماء كثير مجتمع في عيلم | م ل ك:B007:الماء مَلَك الأمر | ع ب د:B007:القوة والصلابة | ع و ن:B005:استواء الخلقة وتلاحق القوة | ه د ي:B008:مشي التهادي مع الاعتماد والتمايل | ق و م:B001:جماعة الناس والرجال | ن ع م:B012:المشي على القدم وابتذالها | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B007:العبوس والضجر والعظم في وصف الحيوان أو الشخص
54	P0054	0.7924	opposition / conflict_security/conflict / contract / competition	1,2,3,4,5,6,7	ء ل ه د ي ن ر ب ب ر ح م س م و ع ب د ع و ن غ ض ب ق و م م ل ك	س م و:B007:المساماة والمباراة | ء ل ه:B001:التعبد والمعبود | ر ح م:B003:رَحِم الأنثى | ر ب ب:B005:ربيب وربيبة ورابة | م ل ك:B004:الإملاك والتزويج | د ي ن:B003:الدين المالي | ع ب د:B004:التعبيد والاستعباد | ع و ن:B001:الإعانة والمظاهرة | ق و م:B002:انتصاب وقيام بالبدن | غ ض ب:B003:المراغمة والمخالفة
55	P0055	0.7921	strength / vitality / body_health_life/reproduction_birth / disease	1,2,3,4,5,6,7	ر ب ب ر ح م ع ب د ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B009:شاة رُبّى وحداثة | م ل ك:B001:قوة الشيء وتماسكه | ع ب د:B007:القوة والصلابة | ع و ن:B005:استواء الخلقة وتلاحق القوة | ه د ي:B008:مشي التهادي مع الاعتماد والتمايل | ق و م:B020:قوام في قوائم الشاة | ن ع م:B012:المشي على القدم وابتذالها | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B007:العبوس والضجر والعظم في وصف الحيوان أو الشخص
56	P0056	0.7919	herd / cattle / leader / opposition	1,2,3,4,5,6,7	ر ب ب ر ح م س م و ض ل ل ع و ن غ ض ب ق و م م ل ك ن ع م ه د ي	س م و:B007:المساماة والمباراة | ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B014:رَبْرَب قطيع | م ل ك:B008:المتقدم القائد في الحيوان | ع و ن:B006:العانة قطيع الحمر | ه د ي:B003:المتقدم الهادي وأوائل الشيء | ق و م:B020:قوام في قوائم الشاة | ن ع م:B005:مال الأنعام والإبل | غ ض ب:B003:المراغمة والمخالفة | ض ل ل:B005:الضالّة في المضيعة
57	P0057	0.7917	demand / cohesion / praise / comfort	1,2,4,5,6,7	ح م د س م و ص ر ط ض ل ل ع ب د ع و ن غ ض ب ق و م م ل ك ن ع م	س م و:B008:الصيت الحسن المنتشر | ح م د:B002:وجود الشيء محمودا | م ل ك:B001:قوة الشيء وتماسكه | ع ب د:B012:صَلاءة الطيب | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ق و م:B018:نفاق السوق | ن ع م:B011:موافقة المكان وطيب المقام | غ ض ب:B004:صلابة الصخرة وتماسكها | ض ل ل:B003:فقدان الشيء
58	P0058	0.7917	opposition / substitution / conflict_security/conflict / contract	1,2,3,4,5,6,7	د ي ن ر ب ب ر ح م س م و ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م	س م و:B007:المساماة والمباراة | ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B002:إصلاح وتربية وإتمام | م ل ك:B004:الإملاك والتزويج | د ي ن:B003:الدين المالي | ع و ن:B001:الإعانة والمظاهرة | ق و م:B007:نيابة وقيام مقام غيره | ن ع م:B001:حسن الحال والنعمة | غ ي ر:B005:السوى والخلاف والاستثناء والنفي | غ ض ب:B003:المراغمة والمخالفة
59	P0059	0.791	residence / settlement / city / stay	1,2,4,5,6,7	ح م د د ي ن ر ب ب س م و ص ر ط ض ل ل ع ب د ع و ن ق و م ن ع م	س م و:B003:تطاول الفحل على الشول | ح م د:B002:وجود الشيء محمودا | ر ب ب:B007:لزوم وإقامة ودوام | د ي ن:B006:مدينة الطاعة | ع ب د:B012:صَلاءة الطيب | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B002:الغيبة في المرور والبلع | ق و م:B006:مقام وإقامة في موضع | ن ع م:B011:موافقة المكان وطيب المقام | ض ل ل:B002:الغيبوبة والخفاء
60	P0060	0.791	praise / reputation / disease / captain	1,2,3,4,5,6,7	ر ب ب ر ح م س م و ص ر ط ع ب د ع و ن غ ض ب ق و م م ل ك ه د ي	س م و:B008:الصيت الحسن المنتشر | ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B017:رباني الملاحين | م ل ك:B008:المتقدم القائد في الحيوان | ع ب د:B012:صَلاءة الطيب | ع و ن:B004:النخلة العَوانة القديمة | ه د ي:B009:الهداء البليد الضعيف | ص ر ط:B003:السيف القاطع الماضي في الضربة | ق و م:B020:قوام في قوائم الشاة | غ ض ب:B005:غلظ الجسم وشدة الحمرة
61	P0061	0.7909	residence / settlement / cohesion / city	1,2,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ض ل ل ع ب د غ ض ب ق و م م ل ك ن ع م	ء ل ه:B001:التعبد والمعبود | ح م د:B002:وجود الشيء محمودا | ر ب ب:B007:لزوم وإقامة ودوام | م ل ك:B001:قوة الشيء وتماسكه | د ي ن:B006:مدينة الطاعة | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B006:مقام وإقامة في موضع | ن ع م:B011:موافقة المكان وطيب المقام | غ ض ب:B004:صلابة الصخرة وتماسكها | ض ل ل:B003:فقدان الشيء
62	P0062	0.7906	kinship_society/hospitality_welfare / cohesion / benefaction / material	1,2,3,4,5,6,7	ح م د ر ب ب ر ح م س م و ع ب د ع ل م غ ض ب م ل ك ن ع م ه د ي	س م و:B008:الصيت الحسن المنتشر | ر ح م:B001:الرَّحْمَة والرقة | ح م د:B005:يتحمد بالمنة | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ع ل م:B002:أثر يميز الشيء ويهدي إليه | م ل ك:B001:قوة الشيء وتماسكه | ع ب د:B007:القوة والصلابة | ه د ي:B010:هدي السكون وحسن الهيئة | ن ع م:B001:حسن الحال والنعمة | غ ض ب:B004:صلابة الصخرة وتماسكها
63	P0063	0.7905	praise / reputation / bird / posture	1,2,3,4,5,6,7	ر ب ب ر ح م س م و ع ب د ع ل م ع و ن ق و م م ل ك ن ع م ه د ي	س م و:B008:الصيت الحسن المنتشر | ر ح م:B003:رَحِم الأنثى | ر ب ب:B017:رباني الملاحين | ع ل م:B006:طائر جارح يسمى العلام | م ل ك:B008:المتقدم القائد في الحيوان | ع ب د:B012:صَلاءة الطيب | ع و ن:B004:النخلة العَوانة القديمة | ه د ي:B010:هدي السكون وحسن الهيئة | ق و م:B002:انتصاب وقيام بالبدن | ن ع م:B006:النعام والنعامة الطائر
64	P0064	0.7905	residence / settlement / city / stay	1,2,4,5,6,7	ح م د د ي ن ر ب ب س م و ض ل ل ع و ن غ ض ب ق و م ن ع م	س م و:B007:المساماة والمباراة | ح م د:B002:وجود الشيء محمودا | ر ب ب:B007:لزوم وإقامة ودوام | د ي ن:B006:مدينة الطاعة | ع و ن:B001:الإعانة والمظاهرة | ق و م:B006:مقام وإقامة في موضع | ن ع م:B011:موافقة المكان وطيب المقام | غ ض ب:B003:المراغمة والمخالفة | ض ل ل:B003:فقدان الشيء
65	P0065	0.79	kinship_society/hospitality_welfare / pillar / benefaction / foundation	1,2,3,4,5,6,7	ح م د ر ب ب ر ح م س م و ع ب د ع و ن ق و م م ل ك ن ع م ه د ي	س م و:B008:الصيت الحسن المنتشر | ر ح م:B001:الرَّحْمَة والرقة | ح م د:B005:يتحمد بالمنة | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | م ل ك:B005:مِلاك الأمر وعِماده | ع ب د:B012:صَلاءة الطيب | ع و ن:B004:النخلة العَوانة القديمة | ه د ي:B010:هدي السكون وحسن الهيئة | ق و م:B009:قوام وعماد ومعاش | ن ع م:B001:حسن الحال والنعمة
66	P0066	0.79	ownership / care / repair / kinship_society/hierarchy_status	1,2,3,4,5,6,7	د ي ن ر ب ب ر ح م س م و ع ب د ع ل م غ ي ر ق و م م ل ك ن ع م	س م و:B001:العلو والارتفاع | ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B002:إصلاح وتربية وإتمام | ع ل م:B002:أثر يميز الشيء ويهدي إليه | م ل ك:B002:المِلْك والتصرف | د ي ن:B004:الإذلال والملك | ع ب د:B001:الرق والملك | ق و م:B004:رعاية وحفظ وولاية | ن ع م:B001:حسن الحال والنعمة | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح
