word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s015-a087-w006	15:87	15:87	6	15:87:6	وَٱلْقُرْءَانَ	قُرْءَان	ق ر ء	PN					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:PN|LEM:quro'aAn|ROOT:qrA|M|ACC
w-s015-a087-w007	15:87	15:87	7	15:87:7	ٱلْعَظِيمَ	عَظِيم	ع ظ م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:EaZiym|ROOT:EZm|MS|ACC
w-s015-a088-w001	15:88	15:88	1	15:88:1	لَا	لَا		NEG					STEM|POS:NEG|LEM:laA
w-s015-a088-w002	15:88	15:88	2	15:88:2	تَمُدَّنَّ	مَدَّ	م د د	V	IMPF				STEM|POS:V|IMPF|LEM:mad~a|ROOT:mdd|2MS | SUFFIX|+n:EMPH
w-s015-a088-w003	15:88	15:88	3	15:88:3	عَيْنَيْكَ	عَيْن	ع ي ن	N					STEM|POS:N|LEM:Eayon|ROOT:Eyn|FD|NOM | SUFFIX|PRON:2MS
w-s015-a088-w004	15:88	15:88	4	15:88:4	إِلَىٰ	إِلَىٰ		P					STEM|POS:P|LEM:<ilaY`
w-s015-a088-w005	15:88	15:88	5	15:88:5	مَا	مَا		REL					STEM|POS:REL|LEM:maA
w-s015-a088-w006	15:88	15:88	6	15:88:6	مَتَّعْنَا	مَّتَّعْ	م ت ع	V	PERF			II	STEM|POS:V|PERF|(II)|LEM:m~at~aEo|ROOT:mtE|1P | SUFFIX|PRON:1P
w-s015-a088-w007	15:88	15:88	7	15:88:7	بِهِۦٓ			PRON					PREFIX|bi+ | STEM|POS:PRON|3MS
w-s015-a088-w008	15:88	15:88	8	15:88:8	أَزْوَٰجًا	زَوْج	ز و ج	N					STEM|POS:N|LEM:zawoj|ROOT:zwj|MP|INDEF|ACC
w-s015-a088-w009	15:88	15:88	9	15:88:9	مِّنْهُمْ	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:3MP
w-s015-a088-w010	15:88	15:88	10	15:88:10	وَلَا	لَا		PRO					PREFIX|w:CONJ+ | STEM|POS:PRO|LEM:laA
w-s015-a088-w011	15:88	15:88	11	15:88:11	تَحْزَنْ	يَحْزُن	ح ز ن	V	IMPF	JUS			STEM|POS:V|IMPF|LEM:yaHozun|ROOT:Hzn|2MS|MOOD:JUS
w-s015-a088-w012	15:88	15:88	12	15:88:12	عَلَيْهِمْ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY` | SUFFIX|PRON:3MP
w-s015-a088-w013	15:88	15:88	13	15:88:13	وَٱخْفِضْ	ٱخْفِضْ	خ ف ض	V	IMPV				PREFIX|w:CONJ+ | STEM|POS:V|IMPV|LEM:{xofiDo|ROOT:xfD|2MS
w-s015-a088-w014	15:88	15:88	14	15:88:14	جَنَاحَكَ	جَنَاح	ج ن ح	N					STEM|POS:N|LEM:janaAH|ROOT:jnH|M|ACC | SUFFIX|PRON:2MS
w-s015-a088-w015	15:88	15:88	15	15:88:15	لِلْمُؤْمِنِينَ	مُؤْمِن	ء م ن	N			ACT	IV	PREFIX|l:P+ | PREFIX|Al+ | STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|GEN
w-s015-a089-w001	15:89	15:89	1	15:89:1	وَقُلْ	قَالَ	ق و ل	V	IMPV				PREFIX|w:CONJ+ | STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS
w-s015-a089-w002	15:89	15:89	2	15:89:2	إِنِّىٓ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:1S
w-s015-a089-w003	15:89	15:89	3	15:89:3	أَنَا			PRON					STEM|POS:PRON|1S
w-s015-a089-w004	15:89	15:89	4	15:89:4	ٱلنَّذِيرُ	نَذِير	ن ذ ر	N					PREFIX|Al+ | STEM|POS:N|LEM:na*iyr|ROOT:n*r|M|NOM
w-s015-a089-w005	15:89	15:89	5	15:89:5	ٱلْمُبِينُ	مُّبِين	ب ي ن	N			ACT	IV	PREFIX|Al+ | STEM|POS:N|ACT|PCPL|(IV)|LEM:m~ubiyn|ROOT:byn|M|NOM
w-s015-a090-w001	15:90	15:90	1	15:90:1	كَمَآ	مَا		REL					PREFIX|ka+ | STEM|POS:REL|LEM:maA
w-s015-a090-w002	15:90	15:90	2	15:90:2	أَنزَلْنَا	أَنزَلَ	ن ز ل	V	PERF			IV	STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|1P | SUFFIX|PRON:1P
w-s015-a090-w003	15:90	15:90	3	15:90:3	عَلَى	عَلَىٰ		P					STEM|POS:P|LEM:EalaY`
w-s015-a090-w004	15:90	15:90	4	15:90:4	ٱلْمُقْتَسِمِينَ	مُقْتَسِمِين	ق س م	N			ACT	VIII	PREFIX|Al+ | STEM|POS:N|ACT|PCPL|(VIII)|LEM:muqotasimiyn|ROOT:qsm|MP|GEN
w-s015-a091-w001	15:91	15:91	1	15:91:1	ٱلَّذِينَ	ٱلَّذِى		REL					STEM|POS:REL|LEM:{l~a*iY|MP
w-s015-a091-w002	15:91	15:91	2	15:91:2	جَعَلُوا۟	جَعَلَ	ج ع ل	V	PERF				STEM|POS:V|PERF|LEM:jaEala|ROOT:jEl|3MP | SUFFIX|PRON:3MP
w-s015-a091-w003	15:91	15:91	3	15:91:3	ٱلْقُرْءَانَ	قُرْءَان	ق ر ء	PN					PREFIX|Al+ | STEM|POS:PN|LEM:quro'aAn|ROOT:qrA|M|ACC
w-s015-a091-w004	15:91	15:91	4	15:91:4	عِضِينَ	عِضِين	ع ض و	N					STEM|POS:N|LEM:EiDiyn|ROOT:EDw|MP|ACC
w-s015-a092-w001	15:92	15:92	1	15:92:1	فَوَرَبِّكَ	رَبّ	ر ب ب	N					PREFIX|f:REM+ | PREFIX|w:P+ | STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN | SUFFIX|PRON:2MS
w-s015-a092-w002	15:92	15:92	2	15:92:2	لَنَسْـَٔلَنَّهُمْ	سَأَلَ	س ء ل	V	IMPF				PREFIX|l:EMPH+ | STEM|POS:V|IMPF|LEM:sa>ala|ROOT:sAl|1P | SUFFIX|+n:EMPH | SUFFIX|PRON:3MP
w-s015-a092-w003	15:92	15:92	3	15:92:3	أَجْمَعِينَ	أَجْمَعِين	ج م ع	N					STEM|POS:N|LEM:>ajomaEiyn|ROOT:jmE|MP|ACC
w-s015-a093-w001	15:93	15:93	1	15:93:1	عَمَّا	عَن;مَا		P;REL					STEM|POS:P|LEM:Ean | STEM|POS:REL|LEM:maA
w-s015-a093-w002	15:93	15:93	2	15:93:2	كَانُوا۟	كَانَ	ك و ن	V	PERF				STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP | SUFFIX|PRON:3MP
w-s015-a093-w003	15:93	15:93	3	15:93:3	يَعْمَلُونَ	عَمِلَ	ع م ل	V	IMPF				STEM|POS:V|IMPF|LEM:Eamila|ROOT:Eml|3MP | SUFFIX|PRON:3MP
w-s015-a094-w001	15:94	15:94	1	15:94:1	فَٱصْدَعْ	ٱصْدَعْ	ص د ع	V	IMPV				PREFIX|f:REM+ | STEM|POS:V|IMPV|LEM:{SodaEo|ROOT:SdE|2MS
w-s015-a094-w002	15:94	15:94	2	15:94:2	بِمَا	مَا		REL					PREFIX|bi+ | STEM|POS:REL|LEM:maA
w-s015-a094-w003	15:94	15:94	3	15:94:3	تُؤْمَرُ	أَمَرَ	ء م ر	V	IMPF		PASS		STEM|POS:V|IMPF|PASS|LEM:>amara|ROOT:Amr|2MS
w-s015-a094-w004	15:94	15:94	4	15:94:4	وَأَعْرِضْ	أَعْرَضَ	ع ر ض	V	IMPV			IV	PREFIX|w:CONJ+ | STEM|POS:V|IMPV|(IV)|LEM:>aEoraDa|ROOT:ErD|2MS
w-s015-a094-w005	15:94	15:94	5	15:94:5	عَنِ	عَن		P					STEM|POS:P|LEM:Ean
w-s015-a094-w006	15:94	15:94	6	15:94:6	ٱلْمُشْرِكِينَ	مُشْرِك	ش ر ك	N			ACT	IV	PREFIX|Al+ | STEM|POS:N|ACT|PCPL|(IV)|LEM:mu$orik|ROOT:$rk|MP|GEN
w-s015-a095-w001	15:95	15:95	1	15:95:1	إِنَّا	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:1P
w-s015-a095-w002	15:95	15:95	2	15:95:2	كَفَيْنَٰكَ	كَفَىٰ	ك ف ي	V	PERF				STEM|POS:V|PERF|LEM:kafaY`|ROOT:kfy|1P | SUFFIX|PRON:1P | SUFFIX|PRON:2MS
w-s015-a095-w003	15:95	15:95	3	15:95:3	ٱلْمُسْتَهْزِءِينَ	مُسْتَهْزِءُون	ه ز ء	N			ACT	X	PREFIX|Al+ | STEM|POS:N|ACT|PCPL|(X)|LEM:musotahozi'uwn|ROOT:hzA|MP|ACC
w-s015-a096-w001	15:96	15:96	1	15:96:1	ٱلَّذِينَ	ٱلَّذِى		REL					STEM|POS:REL|LEM:{l~a*iY|MP
w-s015-a096-w002	15:96	15:96	2	15:96:2	يَجْعَلُونَ	جَعَلَ	ج ع ل	V	IMPF				STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|3MP | SUFFIX|PRON:3MP
w-s015-a096-w003	15:96	15:96	3	15:96:3	مَعَ	مَع		LOC					STEM|POS:LOC|LEM:maE|ACC
w-s015-a096-w004	15:96	15:96	4	15:96:4	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s015-a096-w005	15:96	15:96	5	15:96:5	إِلَٰهًا	إِلَٰه	ء ل ه	N					STEM|POS:N|LEM:<ila`h|ROOT:Alh|MS|INDEF|ACC
w-s015-a096-w006	15:96	15:96	6	15:96:6	ءَاخَرَ	آخَر	ء خ ر	ADJ					STEM|POS:ADJ|LEM:A^xar|ROOT:Axr|MS|ACC
w-s015-a096-w007	15:96	15:96	7	15:96:7	فَسَوْفَ	سَوْف		FUT					PREFIX|f:REM+ | STEM|POS:FUT|LEM:sawof
w-s015-a096-w008	15:96	15:96	8	15:96:8	يَعْلَمُونَ	عَلِمَ	ع ل م	V	IMPF				STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|3MP | SUFFIX|PRON:3MP
w-s015-a097-w001	15:97	15:97	1	15:97:1	وَلَقَدْ	قَد		CERT					PREFIX|w:CONJ+ | PREFIX|l:EMPH+ | STEM|POS:CERT|LEM:qad
w-s015-a097-w002	15:97	15:97	2	15:97:2	نَعْلَمُ	عَلِمَ	ع ل م	V	IMPF				STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|1P
w-s015-a097-w003	15:97	15:97	3	15:97:3	أَنَّكَ	أَنّ		ACC					STEM|POS:ACC|LEM:>an~|SP:<in~ | SUFFIX|PRON:2MS
w-s015-a097-w004	15:97	15:97	4	15:97:4	يَضِيقُ	ضَاقَ	ض ي ق	V	IMPF				STEM|POS:V|IMPF|LEM:DaAqa|ROOT:Dyq|3MS
w-s015-a097-w005	15:97	15:97	5	15:97:5	صَدْرُكَ	صَدْر	ص د ر	N					STEM|POS:N|LEM:Sador|ROOT:Sdr|M|NOM | SUFFIX|PRON:2MS
w-s015-a097-w006	15:97	15:97	6	15:97:6	بِمَا	مَا		REL					PREFIX|bi+ | STEM|POS:REL|LEM:maA
w-s015-a097-w007	15:97	15:97	7	15:97:7	يَقُولُونَ	قَالَ	ق و ل	V	IMPF				STEM|POS:V|IMPF|LEM:qaAla|ROOT:qwl|3MP | SUFFIX|PRON:3MP
w-s015-a098-w001	15:98	15:98	1	15:98:1	فَسَبِّحْ	سَبَّحَ	س ب ح	V	IMPV			II	PREFIX|f:REM+ | STEM|POS:V|IMPV|(II)|LEM:sab~aHa|ROOT:sbH|2MS
w-s015-a098-w002	15:98	15:98	2	15:98:2	بِحَمْدِ	حَمْد	ح م د	N					PREFIX|bi+ | STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN
w-s015-a098-w003	15:98	15:98	3	15:98:3	رَبِّكَ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN | SUFFIX|PRON:2MS
w-s015-a098-w004	15:98	15:98	4	15:98:4	وَكُن	كَانَ	ك و ن	V	IMPV				PREFIX|w:CONJ+ | STEM|POS:V|IMPV|LEM:kaAna|ROOT:kwn|SP:kaAn|2MS
w-s015-a098-w005	15:98	15:98	5	15:98:5	مِّنَ	مِن		P					STEM|POS:P|LEM:min
w-s015-a098-w006	15:98	15:98	6	15:98:6	ٱلسَّٰجِدِينَ	سَاجِد	س ج د	N			ACT		PREFIX|Al+ | STEM|POS:N|ACT|PCPL|LEM:saAjid|ROOT:sjd|MP|GEN
w-s015-a099-w001	15:99	15:99	1	15:99:1	وَٱعْبُدْ	عَبَدَ	ع ب د	V	IMPV				PREFIX|w:CONJ+ | STEM|POS:V|IMPV|LEM:Eabada|ROOT:Ebd|2MS
w-s015-a099-w002	15:99	15:99	2	15:99:2	رَبَّكَ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|ACC | SUFFIX|PRON:2MS
w-s015-a099-w003	15:99	15:99	3	15:99:3	حَتَّىٰ	حَتَّىٰ		P					STEM|POS:P|LEM:Hat~aY`
w-s015-a099-w004	15:99	15:99	4	15:99:4	يَأْتِيَكَ	أَتَى	ء ت ي	V	IMPF	SUBJ			STEM|POS:V|IMPF|LEM:>ataY|ROOT:Aty|3MS|MOOD:SUBJ | SUFFIX|PRON:2MS
w-s015-a099-w005	15:99	15:99	5	15:99:5	ٱلْيَقِينُ	يَقِين	ي ق ن	N					PREFIX|Al+ | STEM|POS:N|LEM:yaqiyn|ROOT:yqn|MS|NOM
