rank	path_id	path_score	label_hint	ayahs	roots	branch_chain
41	P0041	0.7945	sweetness / tooth / date / agriculture	1,2,4,5,6,7,8,9,10,11	ث و ر ج م ع ح ب ب ح ص ل ر ب ب ش ه د ع د و ق ب ر ق د ح ك ن د	ع د و:B011:العَدَوِيّة من نبات الصيف | ق د ح:B004:أكال الشجر والسن | ث و ر:B006:ثور اسما لمكان أو قوم أو برج | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B012:ربة نبات | ك ن د:B004:اسم كندة | ش ه د:B007:الشَّهْد في الشمع | ح ب ب:B009:حبب الأسنان انتظام كالدرر | ق ب ر:B003:القُبَّرة الطائر | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
42	P0042	0.7942	center / presence / anger / body_health_life/anatomy	1,2,3,4,5,7,8,9	ب ع ث ر ج م ع ح ب ب ش ه د ع د و غ ي ر ق ب ر ق د ح ن ق ع و س ط	ع د و:B006:العَدْوى في انتقال الداء | ق د ح:B003:طعن في النسب | غ ي ر:B002:الغَيْر في الدية | ن ق ع:B009:نقعه بالشتم القبيح | و س ط:B002:موضع الوسط بين الأطراف | ج م ع:B004:موضع أو يوم أو نداء يجمع الناس | ش ه د:B001:الحضور مع المشاهدة | ح ب ب:B004:حبة القلب سويداؤه | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ق ب ر:B004:طرف الأنف في الغضب
43	P0043	0.7941	animal_life/wildlife / ornithology / residue / date	1,2,3,4,5,6,8,9,10,11	ث و ر ج م ع ح ص ل ر ب ب ش د د ص ب ح ض ب ح ع ل م ق ب ر ق د ح	ض ب ح:B005:الرماد | ق د ح:B009:رخص أطراف النبت | ص ب ح:B001:الصبح وأول النهار | ث و ر:B006:ثور اسما لمكان أو قوم أو برج | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B012:ربة نبات | ش د د:B005:شد النهار وارتفاعه | ع ل م:B006:طائر جارح يسمى العلام | ق ب ر:B003:القُبَّرة الطائر | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
44	P0044	0.794	sweetness / rest / sleep / date	1,2,3,5,7,8,9,10,11	ب ع ث ر ج م ع ح ص ل خ ب ر ش د د ش ه د ص ب ح ض ب ح ع د و و ر ي	ع د و:B003:العَدُوّ والعداوة | ض ب ح:B001:صوت الضباح | و ر ي:B008:الورى: الخلق على ظهر الأرض | ص ب ح:B007:الصُّبْحة نوما | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ش ه د:B007:الشَّهْد في الشمع | ش د د:B003:شد الحملة والعدو | ب ع ث ر:B003:هدم الحوض وقلب أسفله أعلاه | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده | خ ب ر:B003:إصلاح الأرض بالمخابرة
45	P0045	0.7932	aggregation / result / report / evidence	2,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر ش ه د ع ل م و ر ي	و ر ي:B005:ستر الشيء وجعله وراء الظهور | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ج م ع:B001:ضم المتفرق حتى يصير شيئا مجموعا | ء ن س:B003:الأنس الذي يزيل الوحشة | ش ه د:B002:البيان بعلم | ح ب ب:B002:المحبة الملازمة للقلب | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ب ع ث ر:B001:قلب التراب وكشف المدفون | ح ص ل:B001:جمع الشيء حتى يظهر حاصله | خ ب ر:B001:العلم بالخبر وباطن الأمر
46	P0046	0.793	knowledge / aggregation / result / cognition_perception/knowledge_learning	2,4,5,6,7,9,10,11	ث و ر ج م ع ح ص ل خ ب ر ر ب ب ش ه د ع ل م ق ب ر ن ق ع و ر ي	و ر ي:B005:ستر الشيء وجعله وراء الظهور | ث و ر:B001:انبعاث الشيء وانتشاره ظاهرا | ن ق ع:B004:نقع الغبار المثار | ج م ع:B001:ضم المتفرق حتى يصير شيئا مجموعا | ر ب ب:B003:علم رباني | ش ه د:B002:البيان بعلم | ع ل م:B001:انكشاف الشيء للعارف | ق ب ر:B002:غموض الشيء وتطامنه | ح ص ل:B001:جمع الشيء حتى يظهر حاصله | خ ب ر:B001:العلم بالخبر وباطن الأمر
47	P0047	0.7929	division / cutting / capacity / fire	1,2,3,5,6,8,10,11	ح ب ب خ ب ر ش د د ص ب ح ص د ر ض ب ح ق د ح ك ن د و ر ي و س ط	ض ب ح:B003:إحراق أعالي العود | و ر ي:B004:شحم وار وسمن ظاهر | ق د ح:B002:نقر الشيء وعيبه | ص ب ح:B008:الناقة المصباح | و س ط:B006:قطع الشيء نصفين | ك ن د:B001:القطع والانفصال | ح ب ب:B001:الحبة التي تنبت وتحمل الحب | ش د د:B002:شدة القوة والصلابة | ص د ر:B006:الطائفة من الشيء | خ ب ر:B004:الغزر في المزادة والناقة
48	P0048	0.7929	benefit / drink / welfare / virtue	2,3,4,6,8,11	ث و ر ح ب ب خ ي ر ر ب ب ص ب ح غ ي ر ق د ح	ق د ح:B006:قدح الشرب | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ص ب ح:B003:الصبوح | ث و ر:B003:هيجان إلى مواجهة أو غضب | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء | خ ي ر:B001:الميل إلى الخير النافع
49	P0049	0.7926	residue / extraction / cycle / light	1,2,3,4,6,8,9,10,11	ب ع ث ر ث و ر ح ص ل ر ب ب ش د د ص ب ح ض ب ح ع د و ع ل م ق د ح	ع د و:B011:العَدَوِيّة من نبات الصيف | ض ب ح:B005:الرماد | ق د ح:B009:رخص أطراف النبت | ص ب ح:B001:الصبح وأول النهار | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ر ب ب:B012:ربة نبات | ش د د:B005:شد النهار وارتفاعه | ع ل م:B007:ذكر الضباع يسمى العيلام | ب ع ث ر:B001:قلب التراب وكشف المدفون | ح ص ل:B002:استخراج اللب أو النفيس من غلافه
50	P0050	0.7921	aggression / sweetness / date / fruit	1,2,3,4,5,6,7,8,10,11	ج م ع ح ص ل خ ب ر ر ب ب ش د د ش ه د ص ب ح ع د و ن ق ع و ر ي	ع د و:B001:مجاوزة الحد والظلم | و ر ي:B004:شحم وار وسمن ظاهر | ص ب ح:B008:الناقة المصباح | ن ق ع:B006:سم ناقع ثابت أو قاتل | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B017:رباني الملاحين | ش ه د:B007:الشَّهْد في الشمع | ش د د:B003:شد الحملة والعدو | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده | خ ب ر:B004:الغزر في المزادة والناقة
51	P0051	0.7921	cattle / gender / ribcage / livestock	2,3,4,5,6,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ر ب ب ص د ر غ ي ر ق د ح ن ق ع	ق د ح:B003:طعن في النسب | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ث و ر:B004:الثور: ذكر البقر | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B007:حال المرأة أو الأنثى التي بقي حملها أو عذرها معها | ء ن س:B001:ظهور الإنسان المخالف للتوحش والجن | ر ب ب:B014:رَبْرَب قطيع | ح ب ب:B010:الحبحاب الصغير القصير | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ص د ر:B001:الصدر الجارحة وما يتصل بها
52	P0052	0.7919	exception / exclusion / sweetness / logic	1,2,3,4,5,6,7,8,9,10,11	ب ع ث ر ج م ع ح ص ل ر ب ب ش د د ش ه د ع د و غ ي ر ق د ح ن ق ع	ع د و:B004:المجاوزة والاستثناء والصرف | ق د ح:B003:طعن في النسب | غ ي ر:B005:السوى والخلاف والاستثناء والنفي | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B004:ربة وجماعات كثيرة | ش ه د:B007:الشَّهْد في الشمع | ش د د:B006:شدة البخل | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
53	P0053	0.7918	surface / gambling / top / basin	1,2,3,4,5,6,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ر ب ب ص ب ح ص د ر ض ب ح ق د ح ن ق ع	ض ب ح:B001:صوت الضباح | ق د ح:B007:عود السهم والقدح في الميسر | ص ب ح:B004:يوم الصباح | ث و ر:B007:ثور الماء: طحلب يعلو السطح | ن ق ع:B001:استقرار الماء وما ينقع فيه | ج م ع:B008:القيد الذي يجمع اليدين إلى العنق | ر ب ب:B010:ربابة تجمع القداح | ح ب ب:B008:حباب الماء فقاقيعه وطرائقه | ب ع ث ر:B003:هدم الحوض وقلب أسفله أعلاه | ص د ر:B002:المقدّم والأعلى والأول
54	P0054	0.7916	burial / quality / grave / sign	3,4,5,6,7,8,9,10,11	ب ع ث ر ث و ر ح ص ل خ ي ر ر ب ب ش ه د ع ل م غ ي ر ق ب ر و س ط	غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | و س ط:B004:مرتبة وسطى بين الجيد والرديء | ر ب ب:B002:إصلاح وتربية وإتمام | ش ه د:B008:العلامة الشاهدة | خ ي ر:B002:فضل الصلاح والاصطفاء | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ب ع ث ر:B001:قلب التراب وكشف المدفون | ق ب ر:B001:مواراة الميت في القبر | ح ص ل:B002:استخراج اللب أو النفيس من غلافه
55	P0055	0.7915	top / rest / sleep / basin	1,2,3,4,6,8,9,10,11	ب ع ث ر خ ب ر ش د د ص ب ح ص د ر ض ب ح ع د و ك ن د ن ق ع و ر ي	ع د و:B003:العَدُوّ والعداوة | ض ب ح:B001:صوت الضباح | و ر ي:B008:الورى: الخلق على ظهر الأرض | ص ب ح:B007:الصُّبْحة نوما | ن ق ع:B007:نقاع الأرض القيعان السهلة | ك ن د:B003:الأرض التي لا تنبت | ش د د:B003:شد الحملة والعدو | ب ع ث ر:B003:هدم الحوض وقلب أسفله أعلاه | ص د ر:B002:المقدّم والأعلى والأول | خ ب ر:B003:إصلاح الأرض بالمخابرة
56	P0056	0.7914	knowledge / result / exception / awareness	1,2,3,5,6,7,9,10,11	ء ن س ج م ع ح ص ل خ ب ر ر ب ب ش ه د ع د و ع ل م غ ي ر و ر ي	ع د و:B004:المجاوزة والاستثناء والصرف | و ر ي:B005:ستر الشيء وجعله وراء الظهور | غ ي ر:B005:السوى والخلاف والاستثناء والنفي | ج م ع:B009:اكتمال الشيء كله بلا تفرق أو نقص | ء ن س:B002:إيناس الشيء برؤية أو إحساس أو سماع | ر ب ب:B003:علم رباني | ش ه د:B002:البيان بعلم | ع ل م:B001:انكشاف الشيء للعارف | ح ص ل:B001:جمع الشيء حتى يظهر حاصله | خ ب ر:B001:العلم بالخبر وباطن الأمر
57	P0057	0.7914	gambling / top / anger / arrow	1,2,3,4,5,6,8,9,10,11	ب ع ث ر ج م ع ر ب ب ش د د ص ب ح ص د ر ض ب ح ق ب ر ق د ح ن ق ع	ض ب ح:B001:صوت الضباح | ق د ح:B007:عود السهم والقدح في الميسر | ص ب ح:B001:الصبح وأول النهار | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B008:القيد الذي يجمع اليدين إلى العنق | ر ب ب:B010:ربابة تجمع القداح | ش د د:B005:شد النهار وارتفاعه | ب ع ث ر:B003:هدم الحوض وقلب أسفله أعلاه | ق ب ر:B004:طرف الأنف في الغضب | ص د ر:B002:المقدّم والأعلى والأول
58	P0058	0.7913	aggregation / result / drink / container	2,3,4,5,6,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل ر ب ب ص ب ح ع ل م غ ي ر ق د ح	ق د ح:B006:قدح الشرب | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ص ب ح:B003:الصبوح | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ج م ع:B001:ضم المتفرق حتى يصير شيئا مجموعا | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ب ع ث ر:B001:قلب التراب وكشف المدفون | ح ص ل:B001:جمع الشيء حتى يظهر حاصله
59	P0059	0.791	alliance / blood / epidemiology / complicity	1,2,3,4,5,6,7,8,9,10,11	ب ع ث ر ج م ع ر ب ب ش د د ش ه د ص د ر ع د و غ ي ر ق د ح ن ق ع	ع د و:B006:العَدْوى في انتقال الداء | ق د ح:B003:طعن في النسب | غ ي ر:B002:الغَيْر في الدية | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ش د د:B004:بلوغ الأشد | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ص د ر:B005:المصادرة على مال
60	P0060	0.7906	knowledge / cognition_perception/knowledge_learning / report / epistemology	1,2,4,5,6,7,9,11	ء ن س ج م ع خ ب ر ر ب ب ش ه د ع د و ع ل م ق ب ر ق د ح ن ق ع	ع د و:B005:العَدْوى في طلب الإنصاف | ق د ح:B003:طعن في النسب | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B005:قبضة الكف إذا ضمت الأصابع | ء ن س:B006:ابن الإنس للنفس والصفوة | ر ب ب:B003:علم رباني | ش ه د:B002:البيان بعلم | ع ل م:B001:انكشاف الشيء للعارف | ق ب ر:B004:طرف الأنف في الغضب | خ ب ر:B001:العلم بالخبر وباطن الأمر
61	P0061	0.7906	selection / alliance / quality / honor	2,3,4,5,6,8,9,10,11	ب ع ث ر ج م ع خ ي ر ر ب ب ص د ر غ ي ر ق د ح ن ق ع و ر ي و س ط	و ر ي:B006:الجانب الوراء: خلف أو أمام أو سوى | ق د ح:B003:طعن في النسب | غ ي ر:B004:الغَيْرة على الأهل | ن ق ع:B009:نقعه بالشتم القبيح | و س ط:B004:مرتبة وسطى بين الجيد والرديء | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B004:ربة وجماعات كثيرة | خ ي ر:B002:فضل الصلاح والاصطفاء | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ص د ر:B005:المصادرة على مال
62	P0062	0.7901	division / knowledge / report / epistemology	2,4,5,6,7,8,9,10,11	ب ع ث ر ث و ر ح ب ب خ ب ر ش ه د ص د ر ع ل م ك ن د و ر ي و س ط	و ر ي:B005:ستر الشيء وجعله وراء الظهور | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | و س ط:B006:قطع الشيء نصفين | ك ن د:B001:القطع والانفصال | ش ه د:B002:البيان بعلم | ح ب ب:B001:الحبة التي تنبت وتحمل الحب | ع ل م:B001:انكشاف الشيء للعارف | ب ع ث ر:B001:قلب التراب وكشف المدفون | ص د ر:B006:الطائفة من الشيء | خ ب ر:B001:العلم بالخبر وباطن الأمر
