review_id	candidate_count	path_count_total	ayahs	image_scored_facet_signature	representative_roots	representative_branches	top_image_facets
IF0169	1	752	1,2,3,4,6	kw:commitment | kw:ceiling | kw:overhead | kw:pity	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ه د ي → ق و م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B002:جهة الأمر وسيرته وقصده | ق و م:B003:عزم ونهوض إلى الأمر	kw:commitment(1); kw:ceiling(1); kw:overhead(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:endeavor(1); kw:initiative(1); kw:intent(1); kw:canopy(1); kw:undertaking(1); kw:compassion(1); kw:manner(1); kw:custom(1); kw:tenderness(1)
IF0170	1	714	1,2,3,4,6	kw:landmark | theme:cognition_perception/knowledge_learning	س م و → ح م د → ر ب ب → ع ل م → ر ح م → د ي ن → ه د ي	س م و:B002:الشخص المرتفع الظاهر | ح م د:B002:وجود الشيء محمودا | ر ب ب:B002:إصلاح وتربية وإتمام | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق	kw:landmark(2); theme:cognition_perception/knowledge_learning(2); kw:visibility(1); kw:heraldry(1); kw:banner(1); kw:pity(1); kw:nurture(1); kw:approval(1); kw:figure(1); kw:compassion(1); kw:satisfaction(1); kw:semiotics(1); kw:tenderness(1); kw:kindness(1); kw:submission(1); kw:prominence(1)
IF0171	1	700	1,2,3,4,6	kw:gratitude | kw:men | kw:hawk | kw:falcon	س م و → ح م د → ء ل ه → ع ل م → ر ح م → د ي ن → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	kw:gratitude(1); kw:men(1); kw:hawk(1); kw:falcon(1); kw:pity(1); kw:raptor(1); kw:loftiness(1); kw:eminence(1); kw:compassion(1); kw:faction(1); kw:predator(1); kw:praise(1); kw:tenderness(1); kw:kindness(1); kw:ornithology(1); kw:rise(1)
IF0172	1	640	1,2,3,4,7	kw:semiotics | kw:name | theme:kinship_society/hospitality_welfare | kw:language | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ن ع م	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ن ع م:B001:حسن الحال والنعمة	kw:semiotics(2); kw:name(2); theme:kinship_society/hospitality_welfare(2); kw:language(2); theme:law_governance/obligation_contract(2); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:invocation(1); kw:address(1); kw:appellation(1); kw:compassion(1); kw:grace(1); kw:bounty(1)
IF0173	1	636	1,2,4,5,7	kw:submission | kw:obedience | kw:blessing | kw:authority | theme:law_governance/obligation_contract	ر ح م → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → ن ع م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	kw:submission(2); kw:obedience(2); kw:blessing(2); kw:authority(2); theme:law_governance/obligation_contract(2); kw:gratitude(1); kw:family(1); kw:dominion(1); kw:invocation(1); kw:relative(1); kw:address(1); kw:grace(1); kw:praise(1); kw:bounty(1); kw:oath(1); kw:prayer(1)
IF0174	1	634	1,2,4,5,6,7	kw:hierarchy | theme:law_governance/obligation_contract | theme:space_form_boundary/space	س م و → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → ص ر ط	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	kw:hierarchy(2); theme:law_governance/obligation_contract(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:dominion(1); kw:invocation(1); kw:loftiness(1); kw:leveling(1); kw:eminence(1); kw:address(1); kw:coating(1); kw:straightness(1); kw:praise(1)
IF0175	1	616	1,2,4,5,7	kw:property | kw:anger | kw:name | kw:authority | kw:language | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → م ل ك → د ي ن → ع ب د → غ ض ب	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | م ل ك:B002:المِلْك والتصرف | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:property(2); kw:anger(2); kw:name(2); kw:authority(2); kw:language(2); theme:law_governance/obligation_contract(2); kw:regret(1); kw:dominion(1); kw:invocation(1); kw:disposal(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:wrath(1); kw:address(1); kw:appellation(1)
IF0176	1	608	1,2,4,5,6	kw:authority | kw:submission | kw:property | kw:obedience | kw:name | kw:language | theme:law_governance/obligation_contract | theme:kinship_society/kinship	س م و → ء ل ه → ر ب ب → م ل ك → د ي ن → ع ب د → ق و م	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | م ل ك:B002:المِلْك والتصرف | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	kw:authority(3); kw:submission(2); kw:property(2); kw:obedience(2); kw:name(2); kw:language(2); theme:law_governance/obligation_contract(2); theme:kinship_society/kinship(2); kw:men(1); kw:dominion(1); kw:invocation(1); kw:disposal(1); kw:address(1); kw:appellation(1); kw:faction(1); kw:semiotics(1)
IF0177	1	560	1,2,3,4,6	kw:gratitude | kw:men | kw:ceiling | kw:heraldry	س م و → ء ل ه → ح م د → ع ل م → ر ح م → د ي ن → ق و م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	kw:gratitude(1); kw:men(1); kw:ceiling(1); kw:heraldry(1); kw:overhead(1); kw:banner(1); kw:pity(1); kw:canopy(1); kw:compassion(1); kw:faction(1); kw:semiotics(1); kw:praise(1); kw:tenderness(1); kw:kindness(1); kw:submission(1); kw:clan(1)
IF0178	1	540	1,2,3,4,5,6,7	kw:paving | kw:taming | kw:pity | kw:syrup	ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ه د ي → ض ل ل	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	kw:paving(1); kw:taming(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:smoothing(1); kw:misguidance(1); kw:leveling(1); kw:compassion(1); kw:coating(1); kw:tenderness(1); kw:kindness(1); kw:submission(1); kw:error(1); kw:obedience(1)
IF0179	1	540	1,2,3,4,5,7	kw:submission | kw:obedience | kw:authority | theme:kinship_society/hospitality_welfare | theme:law_governance/obligation_contract	ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ع ب د → ن ع م	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	kw:submission(2); kw:obedience(2); kw:authority(2); theme:kinship_society/hospitality_welfare(2); theme:law_governance/obligation_contract(2); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:invocation(1); kw:address(1); kw:compassion(1); kw:semiotics(1); kw:grace(1); kw:bounty(1)
IF0180	1	528	1,2,3,4,7	kw:hierarchy | kw:authority | theme:kinship_society/hierarchy_status | theme:kinship_society/hospitality_welfare	س م و → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → غ ي ر	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح	kw:hierarchy(2); kw:authority(2); theme:kinship_society/hierarchy_status(2); theme:kinship_society/hospitality_welfare(2); kw:gratitude(1); kw:thousand(1); kw:pity(1); kw:kingship(1); kw:dominion(1); kw:loftiness(1); kw:eminence(1); kw:compassion(1); kw:praise(1); kw:sovereignty(1); kw:tenderness(1); kw:demography(1)
IF0181	1	512	1,2,4,5,6,7	kw:name | kw:navigation | kw:language | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → د ي ن → ع ب د → ص ر ط → ض ل ل	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:name(2); kw:navigation(2); kw:language(2); theme:law_governance/obligation_contract(2); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:dominion(1); kw:invocation(1); kw:misguidance(1); kw:leveling(1); kw:address(1); kw:appellation(1); kw:coating(1); kw:straightness(1); kw:semiotics(1)
IF0182	1	480	1,2,3,4,5	kw:gratitude | kw:ceiling | kw:chattel | kw:heraldry	س م و → ء ل ه → ح م د → ع ل م → ر ح م → د ي ن → ع ب د	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	kw:gratitude(1); kw:ceiling(1); kw:chattel(1); kw:heraldry(1); kw:overhead(1); kw:banner(1); kw:pity(1); kw:slave(1); kw:servitude(1); kw:canopy(1); kw:compassion(1); kw:slavery(1); kw:bondage(1); kw:semiotics(1); kw:praise(1); kw:tenderness(1)
IF0183	1	428	1,2,4,5,6,7	theme:language_communication/concealment_disclosure | theme:emotion_ethics/desire_appetite	س م و → ح م د → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ي ر	س م و:B002:الشخص المرتفع الظاهر | ح م د:B002:وجود الشيء محمودا | ر ب ب:B002:إصلاح وتربية وإتمام | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	theme:language_communication/concealment_disclosure(2); theme:emotion_ethics/desire_appetite(2); kw:visibility(1); kw:indemnity(1); kw:swallowing(1); kw:stoutness(1); kw:nurture(1); kw:restitution(1); kw:approval(1); kw:figure(1); kw:satisfaction(1); kw:ingestion(1); kw:submission(1); kw:solidity(1); kw:compensation(1); kw:prominence(1)
IF0184	1	420	1,2,3,4,6	kw:gratitude | kw:men | kw:heraldry | kw:sage	ء ل ه → ح م د → ر ب ب → ع ل م → ر ح م → د ي ن → ق و م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	kw:gratitude(1); kw:men(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:compassion(1); kw:faction(1); kw:semiotics(1); kw:praise(1); kw:tenderness(1); kw:kindness(1); kw:wisdom(1); kw:submission(1); kw:clan(1)
IF0185	1	416	1,2,4,5,7	kw:authority | kw:submission | kw:property | kw:obedience | kw:name | kw:language | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → م ل ك → د ي ن → ع ب د → ن ع م	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | م ل ك:B002:المِلْك والتصرف | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	kw:authority(3); kw:submission(2); kw:property(2); kw:obedience(2); kw:name(2); kw:language(2); theme:law_governance/obligation_contract(2); kw:dominion(1); kw:invocation(1); kw:disposal(1); kw:address(1); kw:appellation(1); kw:semiotics(1); kw:grace(1); kw:bounty(1); kw:oath(1)
IF0186	1	368	2,3,4,5,6,7	kw:thousand | kw:pity | kw:misguidance | kw:stoutness	ر ب ب → ر ح م → د ي ن → ع ب د → ع و ن → ص ر ط → ض ل ل	ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ض ل ل:B001:الضلال عن الهدى والقصد	kw:thousand(1); kw:pity(1); kw:misguidance(1); kw:stoutness(1); kw:antiquity(1); kw:compassion(1); kw:tenderness(1); kw:demography(1); kw:kindness(1); kw:sharpness(1); kw:submission(1); kw:solidity(1); kw:penetration(1); kw:sword(1); kw:blade(1); kw:multitude(1)
IF0187	1	360	1,2,3,4,5	kw:gratitude | kw:chattel | kw:heraldry | kw:sage	ء ل ه → ح م د → ر ب ب → ع ل م → ر ح م → د ي ن → ع ب د	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	kw:gratitude(1); kw:chattel(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:slave(1); kw:servitude(1); kw:compassion(1); kw:slavery(1); kw:bondage(1); kw:semiotics(1); kw:praise(1); kw:tenderness(1); kw:kindness(1)
IF0188	1	360	1,2,3,5,7	kw:semiotics | kw:anger | kw:name | kw:language	س م و → ء ل ه → ر ب ب → ع ل م → ر ح م → ع ب د → غ ض ب	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:semiotics(2); kw:anger(2); kw:name(2); kw:language(2); kw:heraldry(1); kw:sage(1); kw:regret(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:invocation(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:wrath(1); kw:address(1)
IF0189	1	360	1,2,3,4,7	kw:semiotics | kw:name | kw:language | theme:kinship_society/hospitality_welfare | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → غ ي ر	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح	kw:semiotics(2); kw:name(2); kw:language(2); theme:kinship_society/hospitality_welfare(2); theme:law_governance/obligation_contract(2); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:invocation(1); kw:address(1); kw:appellation(1); kw:compassion(1); kw:oath(1); kw:tenderness(1)
IF0190	1	360	1,2,3,4,6,7	kw:stopping | kw:ceiling | kw:freezing | kw:overhead	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ق و م → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B016:جمود ووقوف وكلال | ض ل ل:B001:الضلال عن الهدى والقصد	kw:stopping(1); kw:ceiling(1); kw:freezing(1); kw:overhead(1); kw:inability(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:misguidance(1); kw:stagnation(1); kw:canopy(1); kw:compassion(1); kw:immobility(1); kw:tenderness(1); kw:kindness(1)
IF0191	1	344	1,2,4,5,6,7	theme:body_health_life/life_stage_aging	ر ح م → ر ب ب → د ي ن → ع ب د → ع و ن → ص ر ط → ض ل ل	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B002:إصلاح وتربية وإتمام | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ض ل ل:B001:الضلال عن الهدى والقصد	theme:body_health_life/life_stage_aging(2); kw:misguidance(1); kw:stoutness(1); kw:nurture(1); kw:antiquity(1); kw:sharpness(1); kw:womb(1); kw:submission(1); kw:solidity(1); kw:penetration(1); kw:sword(1); kw:blade(1); kw:swelling(1); kw:education(1); kw:error(1); kw:vitality(1)
IF0192	1	337	1,2,4,6,7	kw:substitution | kw:replacement | kw:hierarchy | theme:law_governance/obligation_contract	س م و → ح م د → ء ل ه → ر ب ب → د ي ن → ق و م → غ ي ر	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ق و م:B007:نيابة وقيام مقام غيره | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره	kw:substitution(2); kw:replacement(2); kw:hierarchy(2); theme:law_governance/obligation_contract(2); kw:gratitude(1); kw:proxy(1); kw:dominion(1); kw:invocation(1); kw:loftiness(1); kw:eminence(1); kw:address(1); kw:equivalence(1); kw:representation(1); kw:alteration(1); kw:praise(1); kw:oath(1)
IF0193	1	300	1,2,4,5,6,7	kw:gratitude | kw:indemnity | kw:loftiness | kw:misguidance	س م و → ح م د → د ي ن → ع ب د → ص ر ط → غ ي ر → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:indemnity(1); kw:loftiness(1); kw:misguidance(1); kw:swallowing(1); kw:stoutness(1); kw:restitution(1); kw:eminence(1); kw:praise(1); kw:ingestion(1); kw:rise(1); kw:submission(1); kw:solidity(1); kw:compensation(1); kw:disappearance(1); kw:error(1)
IF0194	1	300	1,2,3,4,6,7	theme:cognition_perception/knowledge_learning | theme:kinship_society/hospitality_welfare | theme:law_governance/obligation_contract	ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ه د ي → ن ع م	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B001:حسن الحال والنعمة	theme:cognition_perception/knowledge_learning(2); theme:kinship_society/hospitality_welfare(2); theme:law_governance/obligation_contract(2); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:invocation(1); kw:address(1); kw:compassion(1); kw:semiotics(1); kw:grace(1); kw:bounty(1); kw:oath(1); kw:tenderness(1)
IF0195	1	296	1,2,4,6,7	kw:substitution | kw:replacement | kw:name | kw:language | theme:law_governance/obligation_contract | theme:kinship_society/identity_personhood	س م و → ء ل ه → ر ب ب → د ي ن → ق و م → غ ي ر → ض ل ل	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ق و م:B007:نيابة وقيام مقام غيره | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ض ل ل:B002:الغيبوبة والخفاء	kw:substitution(2); kw:replacement(2); kw:name(2); kw:language(2); theme:law_governance/obligation_contract(2); theme:kinship_society/identity_personhood(2); kw:burial(1); kw:proxy(1); kw:dominion(1); kw:invocation(1); kw:hiddenness(1); kw:address(1); kw:appellation(1); kw:semiotics(1); kw:equivalence(1); kw:representation(1)
IF0196	1	288	1,2,4,5,7	kw:anger | kw:name | theme:cognition_perception/knowledge_learning | kw:knowledge | kw:language | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → ع ل م → د ي ن → ع ب د → غ ض ب	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B001:انكشاف الشيء للعارف | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:anger(2); kw:name(2); theme:cognition_perception/knowledge_learning(2); kw:knowledge(2); kw:language(2); theme:law_governance/obligation_contract(2); kw:sage(1); kw:regret(1); kw:scholar(1); kw:invocation(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:wrath(1); kw:address(1); kw:appellation(1)
IF0197	1	280	1,2,3,4,5	kw:hierarchy | kw:authority | theme:law_governance/obligation_contract | theme:kinship_society/hierarchy_status	ء ل ه → ر ب ب → ع ل م → ر ح م → م ل ك → د ي ن → ع ب د	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	kw:hierarchy(2); kw:authority(2); theme:law_governance/obligation_contract(2); theme:kinship_society/hierarchy_status(2); kw:chattel(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:kingship(1); kw:dominion(1); kw:invocation(1); kw:slave(1); kw:servitude(1); kw:address(1)
IF0198	1	280	1,2,4,5,6,7	theme:emotion_ethics/desire_appetite	ر ح م → ح م د → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ي ر	ر ح م:B004:وجع الرَّحِم بعد الولادة | ح م د:B002:وجود الشيء محمودا | ر ب ب:B002:إصلاح وتربية وإتمام | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	theme:emotion_ethics/desire_appetite(2); kw:indemnity(1); kw:swallowing(1); kw:stoutness(1); kw:nurture(1); kw:restitution(1); kw:approval(1); kw:satisfaction(1); kw:ingestion(1); kw:womb(1); kw:submission(1); kw:solidity(1); kw:compensation(1); kw:disappearance(1); kw:swelling(1); kw:education(1)
IF0199	1	276	1,2,4,5,7	kw:anger | kw:name | theme:emotion_ethics/fear_grief | kw:language | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → د ي ن → ع ب د → غ ض ب → ض ل ل	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B002:الغضب لشخص حي أو به بعد موته | ض ل ل:B002:الغيبوبة والخفاء	kw:anger(2); kw:name(2); theme:emotion_ethics/fear_grief(2); kw:language(2); theme:law_governance/obligation_contract(2); kw:burial(1); kw:regret(1); kw:advocacy(1); kw:dominion(1); kw:invocation(1); kw:zeal(1); kw:hiddenness(1); kw:address(1); kw:appellation(1); kw:mourning(1); kw:semiotics(1)
IF0200	1	271	1,2,4,5,6,7	kw:gratitude | kw:paving | kw:taming | kw:smoothing	س م و → ح م د → ء ل ه → د ي ن → ع ب د → ه د ي → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:loftiness(1); kw:misguidance(1); kw:leveling(1); kw:eminence(1); kw:coating(1); kw:praise(1); kw:rise(1); kw:submission(1); kw:error(1); kw:obedience(1); kw:deviation(1); kw:blessing(1)
