review_id	candidate_count	path_count_total	ayahs	scored_facet_signature	representative_roots	representative_branches	top_scored_facets
SF0032	5	1566	1,2,3,4,5,6,7	kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | kw:authority | theme:ritual_belief/belief_revelation | kw:submission | kw:theology	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د → ق و م	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	kw:devotion(3); kw:worship(3); theme:ritual_belief/religion_worship(3); kw:religion(3); kw:authority(3); theme:ritual_belief/belief_revelation(3); kw:submission(2); kw:theology(2); kw:obedience(2); theme:ritual_belief/ritual(2); theme:kinship_society/hospitality_welfare(2); theme:emotion_ethics/trust_loyalty(2); kw:adoration(1); kw:monotheism(1); kw:creed(1); kw:pity(1)
SF0033	5	964	1,2,4,5,6,7	theme:ritual_belief/religion_worship | theme:law_governance/obligation_contract	ر ح م → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → ص ر ط	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/religion_worship(3); theme:law_governance/obligation_contract(2); kw:zeal(2); kw:gratitude(1); kw:creed(1); kw:dominion(1); kw:invocation(1); kw:address(1); kw:family(1); kw:praise(1); kw:relative(1); kw:swallowing(1); kw:stoutness(1); kw:ingestion(1); kw:oath(1); kw:honor(1)
SF0034	5	944	1,2,3,4,5,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:theology	ء ل ه → ح م د → ر ب ب → ر ح م → ع ب د → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(4); kw:religion(3); kw:theology(2); kw:gratitude(1); kw:adoration(1); kw:sage(1); kw:family(1); kw:scholar(1); kw:deity(1); kw:misguidance(1); kw:praise(1); kw:relative(1); kw:sharpness(1); kw:wisdom(1); kw:ceiling(1); kw:overhead(1)
SF0035	5	766	1,2,3,4,5,6	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | kw:submission | kw:obedience | kw:authority | theme:ritual_belief/belief_revelation	س م و → ء ل ه → ح م د → ي و م → د ي ن → ع ب د → ق و م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	theme:ritual_belief/religion_worship(4); kw:devotion(3); kw:worship(3); kw:religion(3); kw:submission(2); kw:obedience(2); kw:authority(2); theme:ritual_belief/belief_revelation(2); theme:ritual_belief/ritual(2); theme:land_water_sky/sky_astronomy(2); kw:gratitude(1); kw:men(1); kw:adoration(1); kw:monotheism(1); kw:creed(1); kw:ceiling(1)
SF0036	5	728	1,2,3,4,5,6,7	theme:ritual_belief/religion_worship | kw:theology | kw:devotion | kw:worship | kw:religion | kw:authority | theme:ritual_belief/ritual | theme:ritual_belief/belief_revelation	ء ل ه → ح م د → ع ل م → ر ح م → م ل ك → د ي ن → ق و م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	theme:ritual_belief/religion_worship(3); kw:theology(2); kw:devotion(2); kw:worship(2); kw:religion(2); kw:authority(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:heraldry(1); kw:banner(1)
SF0037	5	506	1,2,4,5,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:theology | kw:devotion | kw:worship | theme:ritual_belief/ritual	ء ل ه → ح م د → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ي ر	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	theme:ritual_belief/religion_worship(5); kw:religion(4); kw:theology(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:sage(1); kw:scholar(1); kw:deity(1); kw:stoutness(1); kw:swallowing(1); kw:antiquity(1); kw:stopping(1)
SF0038	5	446	1,2,4,6,7	theme:ritual_belief/religion_worship | kw:substitution | kw:replacement | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/ritual	ء ل ه → ح م د → ي و م → د ي ن → ق و م → غ ي ر → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ق و م:B007:نيابة وقيام مقام غيره | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ض ل ل:B002:الغيبوبة والخفاء	theme:ritual_belief/religion_worship(3); kw:substitution(2); kw:replacement(2); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:burial(1); kw:adoration(1); kw:creed(1); kw:proxy(1); kw:deity(1); kw:hiddenness(1); kw:equivalence(1); kw:ceiling(1)
SF0039	5	386	1,2,3,4,5,7	theme:ritual_belief/religion_worship | kw:anger | kw:devotion | kw:worship | kw:religion | theme:emotion_ethics/fear_grief | theme:ritual_belief/ritual	ر ح م → ح م د → ء ل ه → د ي ن → ع ب د → غ ض ب → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B002:الغضب لشخص حي أو به بعد موته | ض ل ل:B002:الغيبوبة والخفاء	theme:ritual_belief/religion_worship(3); kw:anger(2); kw:devotion(2); kw:worship(2); kw:religion(2); theme:emotion_ethics/fear_grief(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:burial(1); kw:adoration(1); kw:creed(1); kw:regret(1); kw:advocacy(1); kw:deity(1); kw:zeal(1); kw:family(1)
SF0040	5	188	1,2,3,4,5,6	theme:ritual_belief/religion_worship | kw:straightness | kw:devotion | kw:worship | kw:religion | theme:law_governance/politics_order | theme:ritual_belief/ritual	ر ح م → ح م د → ء ل ه → د ي ن → ع ب د → ص ر ط → ق و م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ق و م:B008:استقامة واعتدال واستواء	theme:ritual_belief/religion_worship(3); kw:straightness(2); kw:devotion(2); kw:worship(2); kw:religion(2); theme:law_governance/politics_order(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:rectitude(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:family(1); kw:deity(1)
SF0041	4	6402	1,2,3,4,5,7	kw:anger | kw:honor | theme:ritual_belief/religion_worship	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → غ ض ب	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	theme:ritual_belief/religion_worship(3); kw:anger(2); kw:honor(2); kw:gratitude(1); kw:regret(1); kw:loftiness(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:eminence(1); kw:wrath(1); kw:creed(1); kw:pity(1); kw:divinity(1); kw:adoration(1); kw:thousand(1)
SF0042	4	3960	1,2,3,4,5,6,7	kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | theme:ritual_belief/belief_revelation | kw:submission | kw:obedience | kw:authority	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ق و م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	kw:devotion(3); kw:worship(3); theme:ritual_belief/religion_worship(3); kw:religion(3); theme:ritual_belief/belief_revelation(3); kw:submission(2); kw:obedience(2); kw:authority(2); theme:ritual_belief/ritual(2); theme:kinship_society/hospitality_welfare(2); kw:adoration(1); kw:ceiling(1); kw:monotheism(1); kw:creed(1); kw:men(1); kw:hawk(1)
SF0043	4	3600	1,2,3,4,5,7	theme:ritual_belief/religion_worship | kw:anger | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/ritual | theme:ritual_belief/belief_revelation	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → غ ض ب	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	theme:ritual_belief/religion_worship(3); kw:anger(2); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:regret(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:thousand(1); kw:hawk(1)
SF0044	4	2600	1,2,3,4,5,6,7	theme:ritual_belief/religion_worship | theme:space_form_boundary/space	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/religion_worship(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:paving(1); kw:creed(1); kw:taming(1); kw:smoothing(1); kw:loftiness(1); kw:leveling(1); kw:eminence(1); kw:coating(1); kw:pity(1); kw:divinity(1); kw:compassion(1); kw:straightness(1); kw:grammar(1)
SF0045	4	2448	1,2,3,4,7	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/ritual | theme:kinship_society/hospitality_welfare | theme:ritual_belief/belief_revelation	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → غ ي ر	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح	theme:ritual_belief/religion_worship(3); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/ritual(2); theme:kinship_society/hospitality_welfare(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:ceiling(1); kw:overhead(1); kw:thousand(1)
SF0046	4	2400	1,2,3,4,5,7	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/belief_revelation | kw:submission | kw:obedience | kw:blessing	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → ن ع م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	theme:ritual_belief/religion_worship(4); kw:devotion(3); kw:worship(3); kw:religion(3); theme:ritual_belief/belief_revelation(3); kw:submission(2); kw:obedience(2); kw:blessing(2); kw:authority(2); theme:kinship_society/hospitality_welfare(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:monotheism(1); kw:creed(1); kw:thousand(1)
SF0047	4	1960	1,2,3,4,5,6,7	kw:semiotics | kw:name | theme:ritual_belief/religion_worship | kw:religion | kw:language | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ع ب د	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	kw:semiotics(2); kw:name(2); theme:ritual_belief/religion_worship(2); kw:religion(2); kw:language(2); theme:law_governance/obligation_contract(2); kw:creed(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:divinity(1); kw:invocation(1); kw:address(1); kw:appellation(1)
SF0048	4	1680	1,2,3,4,5,6,7	kw:religion | theme:ritual_belief/religion_worship | theme:ritual_belief/belief_revelation | kw:devotion | kw:worship | theme:ritual_belief/ritual	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ه د ي → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	kw:religion(3); theme:ritual_belief/religion_worship(3); theme:ritual_belief/belief_revelation(3); kw:devotion(2); kw:worship(2); theme:ritual_belief/ritual(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:ceiling(1); kw:paving(1); kw:hawk(1); kw:taming(1); kw:falcon(1)
SF0049	4	1648	1,2,3,4,6,7	theme:ritual_belief/religion_worship | kw:religion | theme:ritual_belief/belief_revelation | kw:devotion | kw:worship | theme:ritual_belief/ritual	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(4); kw:religion(3); theme:ritual_belief/belief_revelation(3); kw:devotion(2); kw:worship(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:misguidance(1); kw:compassion(1); kw:thousand(1); kw:hawk(1)
SF0050	4	1620	1,2,3,4,5,6,7	kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | theme:ritual_belief/belief_revelation | kw:submission | kw:obedience | theme:emotion_ethics/trust_loyalty	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ع و ن	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ع و ن:B001:الإعانة والمظاهرة	kw:devotion(3); kw:worship(3); theme:ritual_belief/religion_worship(3); kw:religion(3); theme:ritual_belief/belief_revelation(3); kw:submission(2); kw:obedience(2); theme:emotion_ethics/trust_loyalty(2); kw:authority(2); theme:ritual_belief/ritual(2); theme:kinship_society/hospitality_welfare(2); kw:adoration(1); kw:monotheism(1); kw:creed(1); kw:pity(1); kw:ceiling(1)
