rank	path_family_id	family_score	label_hint	members	ayahs	roots	core_branches	optional_branches	representative_path_id	construction_paths
64	PF0064	0.4296	campaign / routine / custom / habit	3	2,4,5,6	د ي ن ر ب ب ع و ن ق و م	د ي ن:B005@4:العادة والشأن | ع و ن:B003@5:الحرب العَوان	ر ب ب:B011@2:ربابة عهد وميثاق | ق و م:B004@6:رعاية وحفظ وولاية | ق و م:B009@6:قوام وعماد ومعاش	P5600	P5600[د ي ن:B005→ع و ن:B003 ; د ي ن:B005→ق و م:B009] | P5734[د ي ن:B005→ع و ن:B003 ; د ي ن:B005→ق و م:B004] | P5827[ر ب ب:B011→ع و ن:B003 ; د ي ن:B005→ع و ن:B003]
65	PF0065	0.4288	submission / monotheism / devotion / obedience	5	2,4,5,7	د ي ن ر ب ب ع ب د ن ع م	ر ب ب:B016@2:رُبَى حاجة وعقدة ونعمة | ع ب د:B003@5:العبادة والطاعة الخاضعة	د ي ن:B001@4:الطاعة والانقياد | ن ع م:B002@7:اللين والنعومة ورفاه العيش | ن ع م:B003@7:مدح الشيء بنعم | ن ع م:B009@7:النعامى ريح لينة | ن ع م:B010@7:زاد وأنعم في الفعل | ن ع م:B013@7:نعم الله بك عينا وقرة العين	P3370	P3370[ر ب ب:B016→ن ع م:B002 ; ر ب ب:B016→ع ب د:B003] | P2500[ر ب ب:B016→ع ب د:B003 ; د ي ن:B001→ع ب د:B003 ; ر ب ب:B016→ن ع م:B003] | P4337[ر ب ب:B016→ع ب د:B003 ; ر ب ب:B016→ن ع م:B013] | P4495[ر ب ب:B016→ع ب د:B003 ; ر ب ب:B016→ن ع م:B010]
66	PF0066	0.4285	posture / stance / chase / standing	6	1,3,5,6	ر ح م س م و ع ب د ع و ن ق و م	س م و:B006@1:الخروج للصيد | ق و م:B002@6:انتصاب وقيام بالبدن	ر ح م:B003@1,3:رَحِم الأنثى | ع ب د:B004@5:التعبيد والاستعباد | ع ب د:B008@5:الأنفة والغضب | ع ب د:B011@5:العطب والانقطاع | ع ب د:B012@5:صَلاءة الطيب | ع و ن:B007@5:عانة الرجل	P3454	P3454[س م و:B006→ق و م:B002 ; ع ب د:B004→ق و م:B002] | P3405[س م و:B006→ق و م:B002 ; ر ح م:B003→ق و م:B002] | P3655[س م و:B006→ق و م:B002 ; ع ب د:B012→ق و م:B002] | P3755[س م و:B006→ق و م:B002 ; ع ب د:B011→ق و م:B002]
67	PF0067	0.4268	substitution / judgment / replacement / proxy	5	2,4,6,7	د ي ن ر ب ب غ ي ر ق و م ن ع م	د ي ن:B002@4:الحساب والجزاء | ق و م:B007@6:نيابة وقيام مقام غيره	ر ب ب:B002@2:إصلاح وتربية وإتمام | ر ب ب:B005@2:ربيب وربيبة ورابة | غ ي ر:B003@7:تغيير الصورة أو إبدال الشيء بغيره | غ ي ر:B005@7:السوى والخلاف والاستثناء والنفي | ن ع م:B011@7:موافقة المكان وطيب المقام	P3139	P3139[د ي ن:B002→ق و م:B007 ; ق و م:B007→غ ي ر:B005] | P3390[د ي ن:B002→ق و م:B007 ; ق و م:B007→ن ع م:B011] | P3932[ر ب ب:B002→ق و م:B007 ; د ي ن:B002→ق و م:B007] | P5457[ق و م:B007→غ ي ر:B003 ; د ي ن:B002→ق و م:B007]
68	PF0068	0.4266	ceiling / overhead / dominion / canopy	3	1,2,4,5,7	ر ب ب س م و ض ل ل ع ب د م ل ك	ر ب ب:B001@2:ربوبية وملك وسيادة | س م و:B004@1:السماء وما علا فأظل	ض ل ل:B005@7:الضالّة في المضيعة | ع ب د:B001@5:الرق والملك | م ل ك:B006@4:مَلَك الطريق والوادي	P4718	P4718[س م و:B004→ر ب ب:B001 ; ر ب ب:B001→ض ل ل:B005] | P4526[س م و:B004→ر ب ب:B001 ; ر ب ب:B001→م ل ك:B006] | P4731[س م و:B004→ر ب ب:B001 ; ر ب ب:B001→ع ب د:B001]
69	PF0069	0.4264	breakdown / advocacy / interruption / solidarity	4	2,5,6,7	ح م د ع ب د غ ض ب ق و م ه د ي	ع ب د:B011@5:العطب والانقطاع | غ ض ب:B002@7:الغضب لشخص حي أو به بعد موته	ح م د:B005@2:يتحمد بالمنة | ق و م:B002@6:انتصاب وقيام بالبدن | ه د ي:B005@6:الهدي المهدى إلى الحرم | ه د ي:B006@6:العروس المهدية إلى زوجها	P5647	P5647[ع ب د:B011→ه د ي:B006 ; ع ب د:B011→غ ض ب:B002] | P3392[ح م د:B005→ع ب د:B011 ; ع ب د:B011→غ ض ب:B002] | P3552[ع ب د:B011→ق و م:B002 ; ع ب د:B011→غ ض ب:B002] | P4698[ع ب د:B011→ه د ي:B005 ; ع ب د:B011→غ ض ب:B002]
70	PF0070	0.4256	invocation / name / language / address	41	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م س م و ص ر ط ض ل ل ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	ء ل ه:B002@1,2:اسم الله في القسم والنداء | س م و:B005@1:الاسم تنويه ودلالة	ر ب ب:B001@2:ربوبية وملك وسيادة | ع و ن:B001@5:الإعانة والمظاهرة | ق و م:B002@6:انتصاب وقيام بالبدن | ق و م:B003@6:عزم ونهوض إلى الأمر | م ل ك:B005@4:مِلاك الأمر وعِماده	P3213	P3213[س م و:B005→ء ل ه:B002 ; ء ل ه:B002→ق و م:B002] | P0349[س م و:B005→ق و م:B003 ; ع ب د:B007→ق و م:B003 ; ع ب د:B007→غ ض ب:B007 ; س م و:B005→ء ل ه:B002 ; ء ل ه:B002→ر ب ب:B001 ; م ل ك:B005→ق و م:B003 ; ع ب د:B007→ع و ن:B005 ; ع و ن:B005→ه د ي:B008 ; ه د ي:B008→ن ع م:B012] | P0401[س م و:B005→ء ل ه:B002 ; ء ل ه:B002→ر ب ب:B001 ; س م و:B005→ق و م:B003 ; م ل ك:B005→ق و م:B003 ; ع و ن:B001→ق و م:B003 ; ع و ن:B001→غ ض ب:B003 ; غ ض ب:B003→ض ل ل:B004 ; غ ي ر:B003→ض ل ل:B004 ; ص ر ط:B002→ض ل ل:B004] | P0536[س م و:B005→ء ل ه:B002 ; ء ل ه:B002→ر ب ب:B001 ; س م و:B005→ق و م:B003 ; م ل ك:B005→ق و م:B003 ; ق و م:B003→ن ع م:B010 ; ع ب د:B009→ن ع م:B010 ; ع ب د:B009→ه د ي:B010 ; ع و ن:B001→ق و م:B003 ; ع و ن:B001→غ ض ب:B003]
71	PF0071	0.4249	shield / cattle / fold / herd	6	1,2,5,6,7	ر ب ب س م و ع ب د ع و ن غ ض ب ق و م ه د ي	ر ب ب:B014@2:رَبْرَب قطيع | غ ض ب:B008@7:جلد صلب أو مطوي كدرقة	س م و:B006@1:الخروج للصيد | ع ب د:B005@5:التذليل والتسوية | ع ب د:B008@5:الأنفة والغضب | ع و ن:B006@5:العانة قطيع الحمر | ق و م:B001@6:جماعة الناس والرجال | ه د ي:B003@6:المتقدم الهادي وأوائل الشيء	P3196	P3196[ر ب ب:B014→ع ب د:B005 ; ر ب ب:B014→غ ض ب:B008] | P2588[ر ب ب:B014→ع و ن:B006 ; ر ب ب:B014→غ ض ب:B008] | P3308[س م و:B006→ر ب ب:B014 ; ر ب ب:B014→غ ض ب:B008] | P3962[ر ب ب:B014→غ ض ب:B008 ; ع ب د:B008→غ ض ب:B008]
72	PF0072	0.4248	anger / proportion / stature / fury	7	2,4,5,6,7	ر ب ب ص ر ط ع ب د غ ض ب ق و م م ل ك ن ع م	ر ب ب:B007@2:لزوم وإقامة ودوام | غ ض ب:B001@7:اشتداد السخط وثورانه للانتقام | ق و م:B011@6:قامة وقوام الجسم والطول	ع ب د:B008@5:الأنفة والغضب	P4610	P4610[ق و م:B011→غ ض ب:B001 ; ر ب ب:B007→ق و م:B011] | P2731[ص ر ط:B001→ق و م:B008 ; ق و م:B008→غ ض ب:B001 ; ع ب د:B008→غ ض ب:B001] | P2908[ق و م:B009→غ ض ب:B001 ; م ل ك:B005→ق و م:B009 ; ع ب د:B008→غ ض ب:B001] | P4068[ق و م:B011→ن ع م:B001 ; ر ب ب:B007→ق و م:B011]
73	PF0073	0.424	conflict_security/conflict / family / relative / defiance	5	1,2,3,5,7	ر ب ب ر ح م س م و ع و ن غ ض ب	ر ح م:B002@1,3:الرَّحِم والقرابة | غ ض ب:B003@7:المراغمة والمخالفة	ر ب ب:B005@2:ربيب وربيبة ورابة | ر ب ب:B008@2:رباب السحاب | ر ب ب:B010@2:ربابة تجمع القداح | ر ب ب:B012@2:ربة نبات | س م و:B007@1:المساماة والمباراة | ع و ن:B001@5:الإعانة والمظاهرة | ع و ن:B008@5:النسبة إلى عانة	P4475	P4475[ر ح م:B002→ر ب ب:B008 ; ر ح م:B002→غ ض ب:B003] | P2413[ر ح م:B002→ر ب ب:B005 ; ر ح م:B002→غ ض ب:B003 ; س م و:B007→غ ض ب:B003] | P2873[ر ح م:B002→ر ب ب:B010 ; ر ح م:B002→غ ض ب:B003 ; ع و ن:B001→غ ض ب:B003] | P3776[ر ح م:B002→غ ض ب:B003 ; ر ح م:B002→ع و ن:B008]
74	PF0074	0.4238	rectitude / ethics / evenness / moderation	5	1,2,3,4,6,7	د ي ن ر ب ب ر ح م ق و م ن ع م	ق و م:B008@6:استقامة واعتدال واستواء | ن ع م:B001@7:حسن الحال والنعمة	د ي ن:B001@4:الطاعة والانقياد | د ي ن:B003@4:الدين المالي | د ي ن:B005@4:العادة والشأن | د ي ن:B006@4:مدينة الطاعة | ر ب ب:B016@2:رُبَى حاجة وعقدة ونعمة | ر ح م:B001@1,3:الرَّحْمَة والرقة	P3992	P3992[د ي ن:B001→ق و م:B008 ; ق و م:B008→ن ع م:B001] | P2686[ق و م:B008→ن ع م:B001 ; ر ح م:B001→ن ع م:B001 ; د ي ن:B003→ق و م:B008] | P3404[ق و م:B008→ن ع م:B001 ; ر ب ب:B016→ن ع م:B001] | P4715[د ي ن:B005→ق و م:B008 ; ق و م:B008→ن ع م:B001]
75	PF0075	0.4237	delegation / welfare / blessing / benefaction	5	1,2,3,4,5,7	د ي ن ر ب ب ر ح م ع ب د ن ع م	د ي ن:B007@4:التصديق والتفويض | ر ب ب:B016@2:رُبَى حاجة وعقدة ونعمة	ر ح م:B001@1,3:الرَّحْمَة والرقة | ع ب د:B007@5:القوة والصلابة | ن ع م:B001@7:حسن الحال والنعمة | ن ع م:B002@7:اللين والنعومة ورفاه العيش | ن ع م:B003@7:مدح الشيء بنعم	P3804	P3804[ر ب ب:B016→د ي ن:B007 ; ر ب ب:B016→ن ع م:B001] | P4201[ر ب ب:B016→د ي ن:B007 ; ر ب ب:B016→ن ع م:B003] | P4371[ر ب ب:B016→د ي ن:B007 ; ر ب ب:B016→ن ع م:B002] | P5400[ر ب ب:B016→د ي ن:B007 ; ر ب ب:B016→ع ب د:B007]
76	PF0076	0.4236	posture / stance / standing / uprightness	5	2,5,6,7	ع ب د ع ل م ع و ن غ ض ب ق و م	ع ل م:B004@2:شق ظاهر في الشفة العليا | ق و م:B002@6:انتصاب وقيام بالبدن	ع ب د:B007@5:القوة والصلابة | ع ب د:B008@5:الأنفة والغضب | ع ب د:B012@5:صَلاءة الطيب | ع و ن:B007@5:عانة الرجل | غ ض ب:B003@7:المراغمة والمخالفة	P3589	P3589[ع ل م:B004→ق و م:B002 ; ع ب د:B008→ق و م:B002] | P3436[ع ل م:B004→ق و م:B002 ; ع ب د:B012→ق و م:B002] | P4645[ع ل م:B004→ق و م:B002 ; ع ب د:B007→ق و م:B002] | P4944[ع ل م:B004→ق و م:B002 ; ع ل م:B004→ع و ن:B007]
77	PF0077	0.4235	pillar / otherness / difference / foundation	8	4,5,6,7	د ي ن ع ب د ع و ن غ ي ر ق و م م ل ك	غ ي ر:B005@7:السوى والخلاف والاستثناء والنفي | ق و م:B009@6:قوام وعماد ومعاش		P3342	P3342[م ل ك:B004→ق و م:B009 ; ق و م:B009→غ ي ر:B005] | P2546[ع و ن:B001→ق و م:B009 ; م ل ك:B005→ق و م:B009 ; ق و م:B009→غ ي ر:B005] | P3116[م ل ك:B002→ق و م:B009 ; ق و م:B009→غ ي ر:B005] | P3274[د ي ن:B002→ق و م:B009 ; ق و م:B009→غ ي ر:B005]
78	PF0078	0.4232	otherness / difference / exception / appellation	11	1,2,4,5,6,7	ء ل ه ر ب ب س م و ع ب د غ ي ر ق و م م ل ك ه د ي ي و م	س م و:B005@1:الاسم تنويه ودلالة | غ ي ر:B005@7:السوى والخلاف والاستثناء والنفي	ء ل ه:B002@1,2:اسم الله في القسم والنداء | ر ب ب:B001@2:ربوبية وملك وسيادة | ع ب د:B009@5:قلة اللبث وسرعة العدو | ق و م:B007@6:نيابة وقيام مقام غيره | ق و م:B009@6:قوام وعماد ومعاش	P2436	P2436[س م و:B005→ء ل ه:B002 ; س م و:B005→غ ي ر:B005 ; ق و م:B007→غ ي ر:B005] | P0960[س م و:B005→غ ي ر:B005 ; ع ب د:B009→غ ي ر:B005 ; ع ب د:B009→ه د ي:B010 ; س م و:B005→ء ل ه:B002 ; ء ل ه:B002→ر ب ب:B001 ; ر ب ب:B001→م ل ك:B003 ; ق و م:B007→غ ي ر:B005] | P1141[س م و:B005→غ ي ر:B005 ; ق و م:B009→غ ي ر:B005 ; م ل ك:B005→ق و م:B009 ; س م و:B005→ء ل ه:B002 ; ء ل ه:B002→ر ب ب:B001 ; ع ب د:B006→ق و م:B009] | P1630[س م و:B005→غ ي ر:B005 ; ي و م:B003→غ ي ر:B005 ; ي و م:B003→ق و م:B013 ; س م و:B005→ء ل ه:B002 ; ء ل ه:B002→ر ب ب:B001]
79	PF0079	0.4229	veneration / dignity / benefaction / knot	6	1,2,5,7	ء ل ه ر ب ب ع ب د ن ع م	ر ب ب:B016@2:رُبَى حاجة وعقدة ونعمة | ع ب د:B006@5:التكريم والتعظيم	ء ل ه:B001@1,2:التعبد والمعبود | ن ع م:B002@7:اللين والنعومة ورفاه العيش | ن ع م:B003@7:مدح الشيء بنعم | ن ع م:B004@7:الجواب بنعم والتصديق | ن ع م:B006@7:النعام والنعامة الطائر | ن ع م:B009@7:النعامى ريح لينة | ن ع م:B010@7:زاد وأنعم في الفعل	P3080	P3080[ر ب ب:B016→ن ع م:B002 ; ر ب ب:B016→ع ب د:B006] | P2917[ر ب ب:B016→ن ع م:B010 ; ر ب ب:B016→ع ب د:B006 ; ء ل ه:B001→ع ب د:B006] | P3053[ر ب ب:B016→ن ع م:B003 ; ر ب ب:B016→ع ب د:B006] | P4362[ر ب ب:B016→ن ع م:B009 ; ر ب ب:B016→ع ب د:B006]
80	PF0080	0.422	goal / boundary / utmost / culmination	5	2,4,5,6,7	ح م د ص ر ط ض ل ل ع ب د ع و ن م ل ك ن ع م	ح م د:B004@2:حماداك الغاية المحمودة | م ل ك:B006@4:مَلَك الطريق والوادي	ص ر ط:B001@6,7:الطريق المستقيم | ض ل ل:B001@7:الضلال عن الهدى والقصد | ع ب د:B001@5:الرق والملك | ع و ن:B006@5:العانة قطيع الحمر | ن ع م:B010@7:زاد وأنعم في الفعل	P4113	P4113[ح م د:B004→ن ع م:B010 ; ح م د:B004→م ل ك:B006] | P3599[ح م د:B004→م ل ك:B006 ; م ل ك:B006→ع ب د:B001] | P3846[ح م د:B004→م ل ك:B006 ; م ل ك:B006→ض ل ل:B001] | P4124[ح م د:B004→م ل ك:B006 ; م ل ك:B006→ص ر ط:B001]
81	PF0081	0.4212	body_health_life/reproduction_birth / physique / vitality / development	20	1,2,3,4,5,6,7	ر ب ب ر ح م س م و ض ل ل ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي	ر ح م:B004@1,3:وجع الرَّحِم بعد الولادة | ع و ن:B005@5:استواء الخلقة وتلاحق القوة	ر ب ب:B006@2:رُبّ خاثر وإصلاح به | ر ب ب:B009@2:شاة رُبّى وحداثة | ق و م:B020@6:قوام في قوائم الشاة | م ل ك:B008@4:المتقدم القائد في الحيوان | ن ع م:B012@7:المشي على القدم وابتذالها | ه د ي:B008@6:مشي التهادي مع الاعتماد والتمايل	P4455	P4455[ر ح م:B004→ع و ن:B005 ; ر ح م:B004→ر ب ب:B005] | P0171[ر ح م:B004→ر ب ب:B006 ; ر ح م:B004→ق و م:B020 ; ر ب ب:B006→غ ي ر:B001 ; ر ب ب:B006→ع ل م:B002 ; س م و:B001→ع ل م:B002 ; م ل ك:B008→ق و م:B020 ; ر ح م:B004→ع و ن:B005 ; ع و ن:B005→ه د ي:B008 ; ه د ي:B008→ن ع م:B012] | P0932[ن ع م:B005→ض ل ل:B005 ; ع و ن:B005→ض ل ل:B005 ; ر ح م:B004→ع و ن:B005 ; ر ح م:B004→ق و م:B020 ; ر ح م:B004→ر ب ب:B009 ; م ل ك:B008→ق و م:B020 ; ع و ن:B005→ه د ي:B008] | P0731[ع و ن:B005→ه د ي:B008 ; ر ح م:B004→ع و ن:B005 ; ه د ي:B008→ن ع م:B012 ; ر ح م:B004→ق و م:B020 ; م ل ك:B008→ق و م:B020 ; ر ب ب:B017→م ل ك:B008 ; ر ب ب:B017→ع ب د:B012]
82	PF0082	0.4211	mounting / stallion / dominance / demand	6	1,5,6,7	س م و ص ر ط ع و ن ق و م ه د ي	س م و:B003@1:تطاول الفحل على الشول | ع و ن:B005@5:استواء الخلقة وتلاحق القوة	ص ر ط:B002@6,7:الغيبة في المرور والبلع | ع و ن:B004@5:النخلة العَوانة القديمة | ق و م:B016@6:جمود ووقوف وكلال | ق و م:B018@6:نفاق السوق | ه د ي:B006@6:العروس المهدية إلى زوجها | ه د ي:B008@6:مشي التهادي مع الاعتماد والتمايل	P5013	P5013[س م و:B003→ع و ن:B005 ; س م و:B003→ق و م:B018] | P2897[ع و ن:B005→ه د ي:B008 ; س م و:B003→ع و ن:B005 ; س م و:B003→ص ر ط:B002] | P5942[س م و:B003→ع و ن:B004 ; س م و:B003→ق و م:B016] | P3521[س م و:B003→ع و ن:B005 ; ع و ن:B005→ه د ي:B006]
83	PF0083	0.4211	pubis / satire / groin / poem	4	5,6,7	ص ر ط ض ل ل ع و ن غ ض ب غ ي ر ه د ي	ع و ن:B007@5:عانة الرجل | ه د ي:B011@6:إهداء الشعر ومهاداته	ص ر ط:B002@6,7:الغيبة في المرور والبلع | ض ل ل:B002@7:الغيبوبة والخفاء | ض ل ل:B004@7:ضياع الحفظ | غ ض ب:B002@7:الغضب لشخص حي أو به بعد موته | غ ض ب:B003@7:المراغمة والمخالفة | غ ي ر:B003@7:تغيير الصورة أو إبدال الشيء بغيره	P3234	P3234[ع و ن:B007→غ ض ب:B003 ; ع و ن:B007→ه د ي:B011] | P2783[ه د ي:B011→ض ل ل:B004 ; ع و ن:B007→ه د ي:B011 ; غ ي ر:B003→ض ل ل:B004] | P3018[ه د ي:B011→غ ض ب:B002 ; ع و ن:B007→ه د ي:B011 ; غ ض ب:B002→ض ل ل:B002] | P3237[ع و ن:B007→ص ر ط:B002 ; ع و ن:B007→ه د ي:B011]
84	PF0084	0.421	pillar / foundation / comfort / support	76	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م س م و ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	ق و م:B009@6:قوام وعماد ومعاش | ن ع م:B002@7:اللين والنعومة ورفاه العيش	ء ل ه:B001@1,2:التعبد والمعبود | د ي ن:B002@4:الحساب والجزاء | ع ب د:B006@5:التكريم والتعظيم | م ل ك:B005@4:مِلاك الأمر وعِماده	P1784	P1784[ر ب ب:B006→ن ع م:B002 ; ق و م:B009→ن ع م:B002 ; م ل ك:B005→ق و م:B009 ; ع ب د:B006→ق و م:B009] | P0238[ر ب ب:B016→ع ب د:B006 ; ر ب ب:B016→ن ع م:B001 ; ر ح م:B001→ن ع م:B001 ; ع ب د:B006→ق و م:B009 ; م ل ك:B005→ق و م:B009 ; د ي ن:B002→ق و م:B009 ; ي و م:B002→د ي ن:B002 ; د ي ن:B002→غ ي ر:B002 ; ه د ي:B007→غ ي ر:B002] | P0216[ق و م:B009→ن ع م:B002 ; م ل ك:B005→ق و م:B009 ; م ل ك:B005→غ ض ب:B003 ; س م و:B007→غ ض ب:B003 ; ر ب ب:B006→ن ع م:B002 ; ر ب ب:B006→غ ي ر:B001 ; ع و ن:B001→غ ض ب:B003 ; ر ب ب:B006→ع ل م:B002 ; ر ح م:B001→ع ل م:B002] | P0791[ر ب ب:B006→ن ع م:B002 ; ق و م:B009→ن ع م:B002 ; م ل ك:B002→ق و م:B009 ; م ل ك:B002→ع ب د:B001 ; ر ب ب:B006→غ ي ر:B001 ; د ي ن:B004→ع ب د:B001 ; ر ح م:B004→ر ب ب:B006]
85	PF0085	0.4208	governance / care / law_governance/authority_governance / guardianship	39	1,2,3,4,5,6,7	ء ل ه د ي ن ر ب ب ر ح م س م و ض ل ل ع ب د ع ل م ع و ن غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	غ ي ر:B001@7:الصلاح والمنفعة بالميرة والسقي والإصلاح | ق و م:B004@6:رعاية وحفظ وولاية	ر ب ب:B006@2:رُبّ خاثر وإصلاح به | ر ح م:B004@1,3:وجع الرَّحِم بعد الولادة | ع ب د:B001@5:الرق والملك | م ل ك:B002@4:المِلْك والتصرف | م ل ك:B003@4:المُلك والسلطان | ن ع م:B002@7:اللين والنعومة ورفاه العيش | ه د ي:B002@6:جهة الأمر وسيرته وقصده	P1228	P1228[ر ب ب:B006→غ ي ر:B001 ; ق و م:B004→غ ي ر:B001 ; ه د ي:B002→ق و م:B004] | P0007[ه د ي:B002→ق و م:B004 ; ق و م:B004→غ ي ر:B001 ; ر ب ب:B006→غ ي ر:B001 ; م ل ك:B003→ق و م:B004 ; ر ب ب:B006→ع ل م:B002 ; س م و:B001→ع ل م:B002 ; م ل ك:B003→ع ب د:B001 ; ر ح م:B001→ع ل م:B002 ; ر ح م:B001→ن ع م:B001] | P1107[ق و م:B004→غ ي ر:B001 ; ر ب ب:B006→غ ي ر:B001 ; ه د ي:B001→ق و م:B004 ; م ل ك:B006→ه د ي:B001 ; ه د ي:B001→ض ل ل:B001 ; ر ح م:B004→ر ب ب:B006] | P0770[م ل ك:B003→د ي ن:B004 ; د ي ن:B004→ع ب د:B004 ; ء ل ه:B001→ع ب د:B004 ; م ل ك:B003→ق و م:B004 ; ق و م:B004→غ ي ر:B001 ; ر ب ب:B006→غ ي ر:B001 ; ه د ي:B002→ق و م:B004]
